Report generated on: 09-17-2020 15:59:44
"API","","1980","1981","1982","1983","1984","1985","1986","1987","1988","1989","1990","1991","1992","1993","1994","1995","1996","1997","1998","1999","2000","2001","2002","2003","2004","2005","2006","2007","2008","2009","2010","2011","2012","2013","2014","2015","2016","2017","2018"
"INTL.7-4-POL-TST.A","        Poland","35190.14444","18234.41202","32411.22093","38960.04464","47550.34647","40207.85956","38588.56617","33362.51446","35648.7054","31904.15833","31150.17829","26178.76019","26022.23217","26329.77666","31324.34327","35534.06516","31935.02301","32529.1681","30951.76249","26583.30796","25633.11674","25401.63164","24982.75384","22217.05805","21727.63241","21360.56318","18453.77171","13117.489","9327.74722","9329.95184","11112.38711","7898.05115","7943.24586","12195.95784","10206.28829","10349.58859","10339.93275012923","8159.75537427393","5780.71007494893"
"INTL.7-4-PRT-TST.A","        Portugal","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"INTL.7-4-PRI-TST.A","        Puerto Rico","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"INTL.7-4-QAT-TST.A","        Qatar","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"INTL.7-4-REU-TST.A","        Reunion","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"INTL.7-4-ROU-TST.A","        Romania","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","8.81848","73.85477","5.51155","22.0462","81.57094","40.78547","27.55775","7.71617","46.29702","416.6694","14.59771275578","2.46807","6.354817149999999"
"INTL.7-4-RUS-TST.A","        Russia","--","--","--","--","--","--","--","--","--","--","--","--","47835.84476","29985.03662","25719.09692","31343.08254","30203.283135633","26088.116727228","26096.53939306","30643.698174855","48448.22005781","45944.324032598","47720.736859471","66773.985269489","79481.450415211","88419.342252066","101319.52985923","108661.466269","108089.62887449","116856.84610778","127972.89549835","122679.97274524","145317.79143662","156087.0959999959","167419.06326199524","166907.5914219989","181506.2367320409","209557.39496074987","231792.55164904255"
"INTL.7-4-RWA-TST.A","        Rwanda","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"INTL.7-4-SHN-TST.A","        Saint Helena","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"INTL.7-4-KNA-TST.A","        Saint Kitts and Nevis","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"INTL.7-4-LCA-TST.A","        Saint Lucia","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"INTL.7-4-SPM-TST.A","        Saint Pierre and Miquelon","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"INTL.7-4-VCT-TST.A","        Saint Vincent/Grenadines","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"INTL.7-4-WSM-TST.A","        Samoa","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"INTL.7-4-STP-TST.A","        Sao Tome and Principe","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"INTL.7-4-SAU-TST.A","        Saudi Arabia","0","0","0","0","0","0","0","0","0","0","0","0.76352494229","0.20167312605","0.11157361358","0.00495598576","0.04536997729","0.13925592461","0.13411916001","0.12898239541","0.18167391572","0.09083695786","0.04541847893","0.029323099465","0.01322772","0.01391666375","0.0146056075","0.029211215","0.05842243","0.11684486","0.23368972","0.881848","1.21143869","1.421759438","0.23258741","0.17967653","0.14440261","0.3968316","0.20944",""
"INTL.7-4-SEN-TST.A","        Senegal","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"INTL.7-4-SRB-TST.A","        Serbia","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","6.61386","321.87452","188.49501","146.60723","133.37951","38.58085","28.66006","61.72936","16.2636360634","33.4862928499","72.75246","82.11438","87.80119612"
"INTL.7-4-SYC-TST.A","        Seychelles","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"INTL.7-4-SLE-TST.A","        Sierra Leone","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"INTL.7-4-SGP-TST.A","        Singapore","0","0","0","0","0","0","0","0","0.2220372009899999","0.3543871534500017","1.447331156073039","1.042800000000016","1.65544697754154","1.654458488770746","1.653469999999952","0.771639999999997","0.5197550000000011","0.2678699999999951","0.1653399999999999","0.03968000000000045","0.2832900000000033","0.170858050000002","0.2060217390000028","0.639339799999996","0.457458650000001","0.04078547000000023","0.02094388999999977","0.2888162430999962","0.2414058899999975","0.1620395699999976","0.0925940400000005","0.6084751199999955","0.109128690000001","5.12794612","1.335117872","0.06773474488","0.06773474488","0.74075",""
"INTL.7-4-SVK-TST.A","        Slovakia","--","--","--","--","--","--","--","--","--","--","--","--","--","19.84166","28.66016","15.43244","40.78568","8.81852","12.12546","9.92083","7.71626","4.4095800000001","1.10253","0.00014000000000181","0.00016500000000264","0.00019000000000347","0.00019000000000347","0.00019000000000347","0.00025000000002251","0.00022000000001299","0.00044000000002598","0.00024000000001934","0","0","0","0","0","0","0"
"INTL.7-4-SVN-TST.A","        Slovenia","--","--","--","--","--","--","--","--","--","--","--","--","230.883870349973","36.2170736755366","27.1628155240209","13.5813872272737","9.05425815151608","7.95194815151606","7.40079315151615","6.84963815151602","4.52712907575798","5.74732815151611","5.70096168598609","15.5736905343121","59.1074888712274","31.61656746779","45.3056304894476","14.2765910546371","4.08796877175796","11.856311659132","1.31657260856003","9.14953709048799","3.71968369382799","14.61455715489","1.3324943742","9.9789699218","2.18167651966","40.41445560251","2.8842117519599997"
"INTL.7-4-SLB-TST.A","        Solomon Islands","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"INTL.7-4-SOM-TST.A","        Somalia","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"INTL.7-4-ZAF-TST.A","        South Africa","31039.947289999618","32571.055880000305","31190.96376000022","34414.11819999952","42832.45967000025","52503.02530000017","50910.187349999585","45966.32699999983","48689.03269999985","51732.51060999966","55005.26900000047","52202.09466999999","54587.39760682512","58093.53674925319","57679.90434319726","64759.198199432954","66996.7870448198","67966.29626851443","71291.70774899086","76057.1332892387","77486.24139918786","77483.36203762164","76195.17846312933","76435.8009866576","74854.18321958474","75483.44227657738","74731.09405893351","74586.82243422617","75947.77530222364","72995.1734743726","78035.41231175758","77858.81878189073","83885.15220804764","83515.07475752298","83555.09800000048","83114.1739999998","85233.70685","92224.86549127949","88394.32775390217"
"INTL.7-4-KOR-TST.A","        South Korea","0","0","0","0","0","0","0","0","3.30693","4.40925","7.71618","2.75027","2.20462","1.10231","1.50989463405","0.95873963405","0.8151692681","0.5956552547","5.1785862414","0.75398004","5.07393293","1.3889106","1.57520099","2.14068602","7.713498441484","6.278206605","1.0897767353","3.20468303133","2.461122576605","1.25255375069","5.81387064291","26.58780097556","30.69824662234","22.12131250571","29.12007931613","23.9306761067","0","0","0"
"INTL.7-4-SSD-TST.A","        South Sudan","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","0","0","0","0","0","0","0"
"INTL.7-4-ESP-TST.A","        Spain","18.73927","15.43234","14.33003","4.40924","5.51155","5.51155","0","0","4.40924","8.81848","3.30693","0","0","0","0","0","0","0","0","0","0","24.25082","18.73927","0","0","0","0","1073.64994","2016.12499","1514.57394","1640.23728","1311.7489","2067.93356","746.26387","1415.36604","1199.31328","499.34702343","291.01018584","304.23756"
"INTL.7-4-LKA-TST.A","        Sri Lanka","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"INTL.7-4-SDN-TST.A","        Sudan","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"INTL.7-4-SUR-TST.A","        Suriname","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"INTL.7-4-SWE-TST.A","        Sweden","5.51155","1.10231","1.10231","1.10231","25.35313","123.45872","68.34322","114.64024","38.58085","7.71617","2.20462","14.33003","16.53465","115.74255","24.25082","2.20462","65.03629","2.20462","2.20462","2.20462","2.20462","2.20462","2.20462","2.20462","8.81848","3.30693","2.20462","2.20462","7.71617","6.61386","1.10231","1.10231","1.10231","1.00089748","0.72325645568","0.22640234859","0","0.46297240462","0"
"INTL.7-4-CHE-TST.A","        Switzerland","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.04078547"
"INTL.7-4-SYR-TST.A","        Syria","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"INTL.7-4-TWN-TST.A","        Taiwan","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.67020448","1.11553772","1.01522751","0.77933317","0.78925396","1.25222416","1.05380836","1.50906239","1.14970933","1.00089748","2.16162991","3.23087061","0.92263347","1.33048817","1.52119",""
"INTL.7-4-TJK-TST.A","        Tajikistan","--","--","--","--","--","--","--","--","--","--","--","--","205.02991","88.18491","46.29708","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"INTL.7-4-TZA-TST.A","        Tanzania","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.00333779468","0.00099759055","0.009912522675","0.0188274548","0.000220462","0.00248350443","0.06062705","0.28611999284","0.15096355912","9.24530986434","29.15306704519","26.44353284738","25.85754926062","53.52181657823","51.19009",""
"INTL.7-4-THA-TST.A","        Thailand","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","82.67335000000078","29.7624099999996","23.14853999999955","6.613870000000042","3.9189997529099654","10.28159149534","26.81213979983","23.311693878011","39.47240053262","50.7732363556","94.81356283188"
"INTL.7-4-BHS-TST.A","        The Bahamas","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"INTL.7-4-TLS-TST.A","        Timor-Leste","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"INTL.7-4-TGO-TST.A","        Togo","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"INTL.7-4-TON-TST.A","        Tonga","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"INTL.7-4-TTO-TST.A","        Trinidad and Tobago","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"INTL.7-4-TUN-TST.A","        Tunisia","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"INTL.7-4-TUR-TST.A","        Turkey","219.35969","2.20462","3.30693","0","0","1.10231","2.20462","0","0","5.08008933135","9.462780195","51.28004652661","0","1.19490404","4.01087067755","0.22129093712","16.62804211244","0.72755877161","5.1760729746","6.0811907387","15.25057459255","41.69218060205","17.23011832289","16.34284034383","21.49779085421","20.70717443905","10.40773103326","17.49710111182","82.26026735388","9.00158030486","46.95427674674","55.11945839521","61.6358179734","20.89759298","76.78401442239","168.00613372642","68.6353762424","111.53727703316","94.32154132045699"
"INTL.7-4-TKM-TST.A","        Turkmenistan","--","--","--","--","--","--","--","--","--","--","--","--","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"INTL.7-4-TCA-TST.A","        Turks and Caicos Islands","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"INTL.7-4-TUV-TST.A","        Tuvalu","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"INTL.7-4-USIQ-TST.A","        U.S. Pacific Islands","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"INTL.7-4-USOH-TST.A","        U.S. Territories","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"INTL.7-4-VIR-TST.A","        U.S. Virgin Islands","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"INTL.7-4-UGA-TST.A","        Uganda","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"INTL.7-4-UKR-TST.A","        Ukraine","--","--","--","--","--","--","--","--","--","--","--","--","8093.16002","3418.26331","4526.08486","2645.544","2524.2899","2616.88394","2073.44511","2356.73878","2567.27999","4110.51399","3411.64945","3212.13134","4282.47435","4041.06846000001","3810.6856699999894","3991.4645100000243","5284.474140000036","5831.219899999999","6827.70814","7281.85985999999","6736.42018853819","9411.07883346598","7799.94555999997","621.78924016011","574.10405582398","701.17204520616","70.42240594048"
"INTL.7-4-ARE-TST.A","        United Arab Emirates","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.24318","0.04913","0.30821","8.11093","20.10317","15.38979","14.08116","13.77946","53.89294",""
"INTL.7-4-GBR-TST.A","        United Kingdom","4455.53702","10045.35103","8208.90257","7232.25591","2527.59683","2680.81792","2950.88387","2593.73543","2008.40882","2258.63319","2543.02917","2010.61344","1072.54763","1227.97334","1362.45516","946.88429","1089.08228","1263.24726","1070.34301","838.85791","727.5246","606.2705","591.94047","598.55433","684.53451","590.83816","488.32333","599.65664","661.386","713.19457","788.15165","541.23421","537.92728","655.44602288847","468.56578460285","424.82359841064","489.0935360432","545.54644341307","698.5889625"
"INTL.7-4-USA-TST.A","        United States","91806.99066","112540.33945","106275.91172","77771.27743","81481.65289","92680.02018","85517.2098","79606.62358","95022.42893000043","100813.96566999986","105801.91842","108967.75274","102515.93231","74518.36062","71359.14016","88547.45999","90473.19556","83544.0749","79797.32321","58475.34088","58488.793","48666.038","39601.241","43013.508","47997.895","49942.211","49647.269","59163.103","81519.115","59096.951","81715.675","107258.561","125745.662","117659.268","97257.22374442223","73957.58483","60271.01712491333","96953.67605","115632.31899999999"
"INTL.7-4-URY-TST.A","        Uruguay","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"INTL.7-4-UZB-TST.A","        Uzbekistan","--","--","--","--","--","--","--","--","--","--","--","--","245.81543","152.11897","110.23114","200.62067","59.52481","33.06934","34.17165","34.17165","29.76241","31.96703","31.96703","22.04623","30.86472","34.17165","35.27396","37.47859","35.27396","40.78552","40.78552","42.99014","42.99014","1.70527357","0.04299009","0.09556366314","0.060406588","0.06208","0.030995275839252"
"INTL.7-4-VUT-TST.A","        Vanuatu","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"INTL.7-4-VEN-TST.A","        Venezuela","0","0","0","0","0","0","0","65.03637","1129.86775","1861.80159","2021.63654","2420.67276","2545.23379","4216.33575","4558.05185","4675.99902","3987.05527","5627.29255","6512.44748","7526.57268","8741.3183","8333.4636","8095.36464","8143.1325416785","8748.7039379373","7236.3113294339","7414.1506437661","7765.652823768","5973.681658453","4009.196346924","3427.8613954406","3032.285605415","1676.0806742899","1594.3213252601","1025.1483","708.78533","639.3398","343.92072",""
"INTL.7-4-VNM-TST.A","        Vietnam","551.15568","1030.66112","742.95786","443.12917","518.08634","664.69375","684.53535","221.56458","346.12577","589.73658","869.72366","1283.09042","1728.42421","1580.71449","2355.63938","3109.62035","4020.12953","3807.38344","3485.50852","3593.53503","3583.8445932115","3767.245442087885","4782.973063223819","5881.961344632945","11168.8607915041","15137.90685031464","26352.48407183512","32720.471239213093","24007.002142181558","27548.931519999704","24693.846601208912","18918.946529999997","22376.964550942","17367.568306571004","10262.05448579715","2607.3746313450947","1546.3422518502","2265.905","2715.787025127204"
"INTL.7-4-WAK-TST.A","        Wake Island","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"INTL.7-4-ESH-TST.A","        Western Sahara","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"INTL.7-4-YEM-TST.A","        Yemen","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"INTL.7-4-ZMB-TST.A","        Zambia","0","0","17.6369600000004","20.9438900000002","24.25082","27.5577500000007","24.25082","22.0241587500001","19.7974975000002","17.5708362500003","15.3441750000004","25.1767900000002","15.26701","13.1858499999998","24.5076899999998","10.4212500000001","1.45394999999998","1.37734000000005","1.30073000000003","6.7913400000001","9.4299100000001","12.7814900000004","12.3418950000001","11.9023000000001","12.1254200000001","10.4732002254746","5.7639791344878","3.6663790923899","4.0792082699771","2.7603033367188","4.7217764932301","4.06314070557189","10.7189975507827","7.14453187558","9.15356","4.24303","1.82124","1.03973",""
"INTL.7-4-ZWE-TST.A","        Zimbabwe","252.42899","127.86796","72.75246","125.66334","191.80194","131.17489","71.65015","60.62705","84.87787","88.1848","72.75246","110.231","45.19471","22.0462","10.45716412521","15.576387445718","2.479232978749958","51.5603826988797","46.0404789527758","0.767562703819997","14.3109710601","16.932958659953","51.98758293938","84.84259608","86.84512076922","68.37032139366","44.91480924018","70.83089005949","85.636365132124","84.485873746358","80.83415048445","60.2813325147","57.4021869795","52.74350745422","74.11338956296","71.9375552863","50.8605062383","55.0624347966","58.5817358412"
"","coal reserves (million st)","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"INTL.7-6-WORL-MST.A","    World","","","","","","","","","","","","","","","","","","","","","","","","","","","","","987271.07233","999719.30053","1003692.99255","1034332.735115","1049564.03865","1075035.28394","1076671.588998","1132967.751953","1139471.43002","1144236.971412333",""
"INTL.7-6-AFG-MST.A","        Afghanistan","","","","","","","","","","","","","","","","","","","","","","","","","","","","","72.75246","72.75246","72.75246","72.75246","72.75246","72.75246","72.75246","72.75246","72.75246","72.75246",""
"INTL.7-6-ALB-MST.A","        Albania","","","","","","","","","","","","","","","","","","","","","","","","","","","","","875.23414","575.40582","575.40582","575.40582","575.40582","575.40582","575.40582","575.40582","575.40582","575.40582",""
"INTL.7-6-DZA-MST.A","        Algeria","","","","","","","","","","","","","","","","","","","","","","","","","","","","","65.03629","65.03629","65.03629","65.03629","65.03629","65.03629","65.03629","65.03629","65.03629","65.03629",""
"INTL.7-6-ASM-MST.A","        American Samoa","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0","0","0","0","0","0","0","0","0","0",""
"INTL.7-6-AGO-MST.A","        Angola","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0","0","0","0","0","0","0","0","0","0",""
"INTL.7-6-ATA-MST.A","        Antarctica","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0","0","0","0","0","0","0","0","0","0",""
"INTL.7-6-ATG-MST.A","        Antigua and Barbuda","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0","0","0","0","0","0","0","0","0","0",""
"INTL.7-6-ARG-MST.A","        Argentina","","","","","","","","","","","","","","","","","","","","","","","","","","","","","467.37944","551.155","551.155","551.155","551.155","551.155","551.155","551.155","551.155","551.155",""
"INTL.7-6-ARM-MST.A","        Armenia","","","","","","","","","","","","","","","","","","","","","","","","","","","","","179.67653","179.67653","179.67653","179.67653","179.67653","179.67653","179.67653","179.67653","179.67653","179.67653",""
"INTL.7-6-ABW-MST.A","        Aruba","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0","0","0","0","0","0","0","0","0","0",""
"INTL.7-6-AUS-MST.A","        Australia","","","","","","","","","","","","","","","","","","","","","","","","","","","","","84767.639","89176.879","89176.879","112167.75867","116013.71826","117097.28899","117130.35829","159634.32958","159634.32958","159634.32958",""
"INTL.7-6-AUT-MST.A","        Austria","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0","0","0","0","0","0","0","0","0","0",""
"INTL.7-6-AZE-MST.A","        Azerbaijan","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0","0","0","0","0","0","0","0","0","0",""
"INTL.7-6-BHR-MST.A","        Bahrain","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0","0","0","0","0","0","0","0","0","0",""
"INTL.7-6-BGD-MST.A","        Bangladesh","","","","","","","","","","","","","","","","","","","","","","","","","","","","","322.97683","322.97683","322.97683","322.97683","322.97683","322.97683","322.97683","322.97683","322.97683","322.97683",""
"INTL.7-6-BRB-MST.A","        Barbados","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0","0","0","0","0","0","0","0","0","0",""
"INTL.7-6-BLR-MST.A","        Belarus","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0","0","0","0","0","0","0","0","0","0",""
"INTL.7-6-BEL-MST.A","        Belgium","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0","0","0","0","0","0","0","0","0","0",""
"INTL.7-6-BLZ-MST.A","        Belize","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0","0","0","0","0","0","0","0","0","0",""
"INTL.7-6-BEN-MST.A","        Benin","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0","0","0","0","0","0","0","0","0","0",""
"INTL.7-6-BMU-MST.A","        Bermuda","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0","0","0","0","0","0","0","0","0","0",""
"INTL.7-6-BTN-MST.A","        Bhutan","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0","0","0","0","0","0","0","0","0","0",""
"INTL.7-6-BOL-MST.A","        Bolivia","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1.10231","1.10231","1.10231","1.10231","1.10231","1.10231","1.10231","1.10231","1.10231","1.10231",""
"INTL.7-6-BIH-MST.A","        Bosnia and Herzegovina","","","","","","","","","","","","","","","","","","","","","","","","","","","","","3144.89043","3144.89043","3144.89043","2820.260135","2495.62984","2495.62984","2495.62984","2495.62984","2495.62984","2495.62984",""
"INTL.7-6-BWA-MST.A","        Botswana","","","","","","","","","","","","","","","","","","","","","","","","","","","","","44.0924","44.0924","44.0924","44.0924","44.0924","44.0924","44.0924","44.0924","106.434","127.7208",""
"INTL.7-6-BRA-MST.A","        Brazil","","","","","","","","","","","","","","","","","","","","","","","","","","","","","7270.83676","7270.83676","7270.83676","7270.83676","7270.83676","7270.83676","7270.83676","7270.83676","7270.83676","7270.83676",""
"INTL.7-6-VGB-MST.A","        British Virgin Islands","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0","0","0","0","0","0","0","0","0","0",""
"INTL.7-6-BRN-MST.A","        Brunei","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0","0","0","0","0","0","0","0","0","0",""
"INTL.7-6-BGR-MST.A","        Bulgaria","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2200.21076","2608.06546","2608.06546","2608.06546","2608.06546","2608.06546","2608.06546","2608.06546","2608.06546","2608.06546",""
"INTL.7-6-BFA-MST.A","        Burkina Faso","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0","0","0","0","0","0","0","0","0","0",""
"INTL.7-6-MMR-MST.A","        Burma","","","","","","","","","","","","","","","","","","","","","","","","","","","","","6.61386","6.61386","6.61386","6.61386","6.61386","6.61386","6.61386","6.61386","6.61386","6.61386",""
"INTL.7-6-BDI-MST.A","        Burundi","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0","0","0","0","0","0","0","0","0","0",""
"INTL.7-6-CPV-MST.A","        Cabo Verde","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0","0","0","0","0","0","0","0","0","0",""
"INTL.7-6-KHM-MST.A","        Cambodia","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0","0","0","0","0","0","0","0","0","0",""
"INTL.7-6-CMR-MST.A","        Cameroon","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0","0","0","0","0","0","0","0","0","0",""
"INTL.7-6-CAN-MST.A","        Canada","","","","","","","","","","","","","","","","","","","","","","","","","","","","","7255.40442","7255.40442","7255.40442","7255.40442","7255.40442","7255.40442","7255.40442","7255.40442","7255.40442","7255.40442",""
"INTL.7-6-CYM-MST.A","        Cayman Islands","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0","0","0","0","0","0","0","0","0","0",""
"INTL.7-6-CAF-MST.A","        Central African Republic","","","","","","","","","","","","","","","","","","","","","","","","","","","","","3.30693","3.30693","3.30693","3.30693","3.30693","3.30693","3.30693","3.30693","3.30693","3.30693",""
"INTL.7-6-TCD-MST.A","        Chad","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0","0","0","0","0","0","0","0","0","0",""
"INTL.7-6-CHL-MST.A","        Chile","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1301.82811","1301.82811","1301.82811","1301.82811","1301.82811","1301.82811","1301.82811","1301.82811","1301.82811","1301.82811",""
