Report generated on: 09-17-2020 15:59:44
"API","","1980","1981","1982","1983","1984","1985","1986","1987","1988","1989","1990","1991","1992","1993","1994","1995","1996","1997","1998","1999","2000","2001","2002","2003","2004","2005","2006","2007","2008","2009","2010","2011","2012","2013","2014","2015","2016","2017","2018"
"INTL.7-2-BFA-TST.A","        Burkina Faso","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"INTL.7-2-MMR-TST.A","        Burma","279.60154139261994","298.72600999999935","294.31677000000025","282.9838181030156","288.8052199999995","293.2144599999987","306.4421800000042","125.6633399999979","115.74254999999832","114.64023999999618","135.5841299999975","113.53793000000395","80.4686299999997","36.37623","28.66006","51.80857","47.39933","48.50164","168.65343","739.65001","639.3398","707.68302","533.51804","834.44867","602.96357","726.42229","841.06253","738.5477","670.20448","778.341091","709.667178","793.222276","713.855956","500.77943299999765","633.4975569999986","440.9239999999966","536.76985","489.87392",""
"INTL.7-2-BDI-TST.A","        Burundi","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"INTL.7-2-CPV-TST.A","        Cabo Verde","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"INTL.7-2-KHM-TST.A","        Cambodia","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.3080735988","0.07275246","0.030313525","0.03810134515","0.0007054784","0.243453430825","0.48620138325","27.39967764369","15.879228709641","17.63696","18.73927","20.94389","23.14851","120.1829302575","561.09192","1361.35415","1625.90725","2072.343804202273","2523.27444372186"
"INTL.7-2-CMR-TST.A","        Cameroon","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"INTL.7-2-CAN-TST.A","        Canada","41434.73058999908","42343.03402999913","45746.96730999928","48481.7984199985","54050.66854000074","52964.89318999926","49426.47809000048","55630.27876999976","60302.97086000151","59661.42644000071","54490.49023000088","56296.07401000093","58312.19899999977","55102.272279999","57736.79317999929","58060.87232000014","59086.02062000025","62737.97364999879","65174.07874999951","65045.10848000019","69423.4838000017","69120.3485500006","68443.5302099993","68753.2793199991","65435.32622000115","65121.16786999948","64452.06570000011","69513.8732199993","63795.0889399997","53761.86332000065","55511.2292899998","52285.87023000086","48066.22754999974","46425.99027","45190.30076","45326.9872","42907.41675","41877.85921","34614.73862"
"INTL.7-2-CYM-TST.A","        Cayman Islands","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"INTL.7-2-CAF-TST.A","        Central African Republic","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"INTL.7-2-TCD-TST.A","        Chad","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"INTL.7-2-CHL-TST.A","        Chile","1893.76858","1923.53095","1315.05583","1575.20099","2058.01277","2017.2273","2085.57052","2049.19429","2793.25354","3772.10482","4101.69551","3369.6705473361635","2913.504170367284","2938.8343156679766","3466.425308175392","3736.987046702955","5180.068497298531","6741.430659801115","6343.87471981644","6546.280694910136","5055.344383102081","3962.4026336491956","3999.0261798910456","3823.9117422353206","5075.035140303163","5037.342315140845","6310.447319460513","6335.721412985486","8013.735931576169","7329.206286787635","9297.9160757001","10536.969534824018","12097.785155241772","13804.28549794456","12081.317599999602","13355.587960000406","14077.601010000471","14401.67574076007","14332.134309789999"
"INTL.7-2-CHN-TST.A","        China","714676.0746400002","712357.9167100004","751165.8425700013","796448.737370007","873797.8300700061","911570.6868400073","938573.9749099803","992246.5511199972","1061382.3320100035","1049857.6809599996","1195768.251039997","1063403.9685500101","1100221.1225499974","1175462.5985299966","1264031.0024100018","1373644.708809997","1415469.6571399972","1336448.3601700014","1334519.3176699989","1391796.447580002","1495720.5809149977","1576996.4325280064","1692977.3019499483","2025607.28108201","2338681.068272957","2682751.812664005","2983285.6110640154","3201220.0142339235","3313598.53457602","3582539.687451961","3847152.840575031","4287557.211640999","4538506.791389923","4678489.579213979","4537256.771849966","4376326.125709961","4319921.826069385","4251866.50823","4294385.173312295"
"INTL.7-2-COL-TST.A","        Colombia","4226.256540000042","4231.76809000001","4118.230159999953","4227.358850000025","4404.830759999948","4883.233299999973","5170.936209999757","5493.913040000626","5251.404840000169","5744.137410000021","6063.80731","5453.12757","6129.94591","6299.70165","6036.24956","6120.02513","5297.70186","5587.6094","5809.17371","4942.75805","4916.30262","4984.64581","4623.08814","4902.43554","3948.47443","4354.12064","3818.40184","4593.32576","3048.63674","3993.69118","3894.08644","4958.89585","4925.42973","6067.9079","9608.83626","10885.31125","11749.522289999988","8228.744150000019","7545.991664616947"
"INTL.7-2-COM-TST.A","        Comoros","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"INTL.7-2-COG-TST.A","        Congo-Brazzaville","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"INTL.7-2-COD-TST.A","        Congo-Kinshasa","152.12","154.32","135.58","124.56","116.29","133.38","131.18","134.48","135.58413","137.78875","138.89106","76.61055","46.02144","15.43234","12.12541","10.19637","8.26733","6.30154","4.33575","3.15996","1.1758","4.0543","8.81003","10.36134","11.329","20.56295","19.43006","24.01843","24.56757","15.78822","20.88065","16.17612","20.84486","10.69436","14.37486","23.13899","12.53803","16.95963",""
"INTL.7-2-COK-TST.A","        Cook Islands","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"INTL.7-2-CRI-TST.A","        Costa Rica","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.004163714116144","0.00654441447","0.005352596898","0.004160779326","0.00504196594","0.00151567625","0.00084326715","0.003317622407","0.003245978319705","0.00317433423241","0.00536163584","0.005291088","0.00218808535","0.0017361162038","0.0025862727913","0.0023497721808","0.00474323993","0.004809709223","0.00331685079","0.02133521005","0.09886397928","0.15761379535","0.1097680298","0.07294","0.14813613397"
"INTL.7-2-HRV-TST.A","        Croatia","--","--","--","--","--","--","--","--","--","--","--","--","1173.96015","1115.53772","705.4784","364.86461","293.21446","461.86789","434.31014","382.50157","774.92393","860.90411","1063.72915","1237.89413","1310.64659","1256.6334","1180.57401","1263.24726","1302.93042","934.75888","1290.80501","1319.46507","1159.63012","1227.97334","1183.88094","1097.97553519885","1179.62700886514","698.20315",""
"INTL.7-2-CUB-TST.A","        Cuba","104.71945","104.71945","143.3003","99.2079","123.45872","138.89106","131.17489","93.69635","104.71945","22.0462","168.65343","116.84486","51.80857","77.1617","95.90097","84.87787","1.10231","17.63696","20.94389","25.35313","24.25082","14.33003","28.66006","27.55775","25.35313","24.25082","22.04621","19.84158","26.45544","25.35313","25.35313","25.35313","24.25082","3.25150144396","1.96872235307","3.08374970354","2.06644","0.74142",""
"INTL.7-2-CYP-TST.A","        Cyprus","0","0","0","0","57.32012","81.57094","60.62705","166.44881","100.31021","112.43562","106.92407","106.92407","28.66006","34.17161","29.76237","22.0462","19.84158","20.94389","28.66006","33.0693","54.01319","58.42243","58.42243","58.42243","63.93398","58.42243","60.62705","55.1155","45.19471","24.25082","29.76237","14.33003","1.10231","1.10231","4.40924","6.61386","0.22354075183","5.57218",""
"INTL.7-2-CZE-TST.A","        Czech Republic","--","--","--","--","--","--","--","--","--","--","--","--","--","80984.5110800002","75466.34722000052","74263.72701000012","74448.91509000032","72277.36439000002","66202.53398000007","58084.02083000095","68272.67215999946","66226.78480000084","64136.80504000074","65601.77502999984","64290.02613000013","63153.54452000043","63275.90093000006","64364.98321000035","60939.00373000041","56838.41053000013","57094.14644999989","57787.4994400001","55220.21945","50166.12809999989","50858.37877999999","50433.989429999994","50386.590099999994","50559.175469769994","50220.81039216999"
"INTL.7-2-CIV-TST.A","        Côte d’Ivoire","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"INTL.7-2-DNK-TST.A","        Denmark","10973.49605","8747.93216","10649.41691","10023.30483","10626.2684","13125.20517","13307.08632","13115.28438","12403.19212","10039.83948","11012.0769","14893.31041","12229.02714","13110.87514","14473.3303","12100.05687","16547.87772","12160.68392","10293.37078","8632.18961","7286.2691","7686.40763","7633.49675","10621.85916","8141.66166","6918.09756","10282.34768","8731.39751","7712.86307","7510.03803","7350.20308","6126.63898","4802.76467","6077.03503","4775.20692","3475.58343","3985.95296","2960.8178877199994","2962.8792074199996"
"INTL.7-2-DJI-TST.A","        Djibouti","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"INTL.7-2-DMA-TST.A","        Dominica","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"INTL.7-2-DOM-TST.A","        Dominican Republic","0","0","0","0","0","24.691744","30.86468","25.573592","10.692407","11.0231","18.73927","21.384814","20.282504","23.699665","67.24091","88.1848","114.64024","116.84486","165.3465","55.1155","102.51483","223.76893","256.83823","422.18473","475.09561","524.69956","776.02624","802.48168","870.8249","852.08563","823.42557","875.23414","965.62356","950.19122","1087.97997","1211.43869","1245.6103","1147.50471",""
"INTL.7-2-ECU-TST.A","        Ecuador","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1.21033638","1.06813839","1.4925056938","1.86731314","3.1746528","9.91417614","2.58050771","4.59001884","7.16611731","15.54146869","14.24735675","18.65439213","22.29000782349","25.83000562018801","24.06000672183921","13.555287614271768","15.311",""
"INTL.7-2-EGY-TST.A","        Egypt","1004.20441","1298.52118","1330.48817","1251.12185","1270.96343","1340.40896","1344.8182","1424.18452","1557.56403","1593.94026","1399.9337","1330.48817","1273.16805","1633.62342","2041.47812","1927.94019","1932.34943","1956.60025","1631.4188","1709.68281","1906.9963","1989.66955","1817.70919","2214.54079","1934.21163","2150.32623","2123.05542","2116.71447","1933.45174","1844.16463","1771.0471","1406.5896","1075.70329","866.95076","1026.03812","2173.30234","2772.49903","3192.45929",""
"INTL.7-2-SLV-TST.A","        El Salvador","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"INTL.7-2-GNQ-TST.A","        Equatorial Guinea","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"INTL.7-2-ERI-TST.A","        Eritrea","--","--","--","--","--","--","--","--","--","--","--","--","--","--","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"INTL.7-2-EST-TST.A","        Estonia","--","--","--","--","--","--","--","--","--","--","--","--","233.68972","235.89434","78.26401","91.49173","149.91416","163.14188","77.1617","79.36632","80.46863","74.405925","68.34322","34.17161","79.36632","63.93398","49.60395","92.59404","142.19799","95.90097","66.1386","80.46863","70.54784","69.44553","81.57094","12.858861390177","19.76240537","49.60400895","44.20171387807999"
"INTL.7-2-SWZ-TST.A","        Eswatini","194.0067999999965","180.7790600000026","180.7790600000026","112.4357600000028","137.7889200000001","182.9836899999984","189.5975500000001","181.8813699999979","160.9374580000018","168.6535289999993","177.471909999992","166.4488099999991","109.1286900000039","61.7293599999993","191.8019400000007","167.5511200000044","143.3002999999979","234.4054129136812","238.6975504096918","242.9896879056936","197.0268893999962","210.6514409999933","203.3761950000041","165.4567309999971","163.0316490000033","158.7326400000046","160.2758739999964","166.88974","171.51943","158.18148","153.44155","154.76433","160.27588","114.64024","133.51824","148.32959","159.86318","153.41066",""
"INTL.7-2-ETH-TST.A","        Ethiopia","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.00220462","0.04519471","0.00440924","0.00551155","0.00881848","0.01212541","0.79256089","16.53465","46.29702","66.712536073333","156.81498803667","246.91744","320.77221","446.43555","453.04941","539.02959","624.19624",""
"INTL.7-2-FLK-TST.A","        Falkland Islands","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"INTL.7-2-FRO-TST.A","        Faroe Islands","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"INTL.7-2-FJI-TST.A","        Fiji","23.14854","19.8416","25.35316","19.8416","24.25085","17.63698","16.53467","11.757986666667","7.8998966666667","14.421908333333","20.94392","19.8416","23.736437333333","26.657562333333","26.05588425","25.454206166667","24.852528083333","24.25085","22.046225","19.8416","18.73929","16.53467","17.96920174555","18.18699725766","0.02351557923","0.00390548433","0.00658299532","0.0001212541","0.00738657931","0.01141662467","0.0055225731","0.00654220985","0.00334881778","0.00212415137","0.00306111487","0.00283734594","0.00070988764","0.00432215751",""
"INTL.7-2-FIN-TST.A","        Finland","6274.34852","2960.80466","3301.41845","3470.07188","4183.26645","5862.08458","5013.30588","6347.10098","6458.43429","6283.167","6224.74457","6137.66208","5360.53353","6611.65538","8567.15332","7234.46053","8799.74073","7711.76076","5737.52355","5860.98227","5718.78428","6609.45076","7344.69153","9828.19596","8809.66152","4926.22339","8626.67806","7592.71128","5623.98562","6224.74457","7676.48684","5916.09777","5098.18375","6417.64882","5249.20022","4186.57338","5310.76855408434","4842.71903774037","4486.406991"
"INTL.7-2-CSK-TST.A","        Former Czechoslovakia","137149.4102000043","136631.32450000546","140540.1157599977","142077.83821000013","143989.24375000506","139960.30070000436","137303.73359999826","138169.04695000255","136333.7007999973","127500.890770002","121465.7435200009","112186.4979400007","99698.4279499996","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--"
"INTL.7-2-SCG-TST.A","        Former Serbia and Montenegro","--","--","--","--","--","--","--","--","--","--","--","--","42354.05712999956","40632.248909999704","37202.96250000033","44759.29755000024","44688.49557499981","47398.22768999973","48697.851179999496","36658.42136000023","41142.61844000001","40304.86284000046","42551.370620000416","44607.17876999975","45680.82870999969","40401.86612000017","--","--","--","--","--","--","--","--","--","--","--","--","--"
"INTL.7-2-SUN-TST.A","        Former U.S.S.R.","751332.115719989","748106.752680008","770504.617199999","763734.220829994","769601.824189998","778867.853479992","802557.626909998","806942.621499997","821181.177329996","777312.492149993","848468.895030008","672436.384779994","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--"
"INTL.7-2-YUG-TST.A","        Former Yugoslavia","48673.56117999917","58541.52964000002","62438.11210999962","68159.10806000026","76499.30604000004","81621.74693000039","81864.2554299993","82707.52361999972","84509.80268999995","85305.67148999925","83156.16434000009","81067.28430999987","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--"
"INTL.7-2-FRA-TST.A","        France","55834.20612000174","49998.57698000058","52945.05160999961","46838.25421000016","44557.57482000045","42582.23530000064","36291.35212999962","32529.16810000038","31589.99997999963","34458.21060000055","33765.95991999989","36197.65578000005","32474.05259999949","25598.94512999964","24795.36113999984","26566.77331000024","27530.19224999959","24458.05427999992","28705.25471000012","26194.19252999951","24951.88915999937","21981.16370999988","21737.5532000005","22317.3682600005","21632.83375000035","23716.19964999915","22004.31221999999","22880.64867000011","21377.09783000016","17242.33301999986","18196.93348000035","15375.01987999996","17942.29987000016","19093.11151","14227.51517","13792.10271999984","14045.63402","15875.61302261","14554.566137759999"
"INTL.7-2-GUF-TST.A","        French Guiana","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"INTL.7-2-PYF-TST.A","        French Polynesia","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"INTL.7-2-GAB-TST.A","        Gabon","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"INTL.7-2-GMB-TST.A","        Gambia, The","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"INTL.7-2-GEO-TST.A","        Georgia","--","--","--","--","--","--","--","--","--","--","--","--","580.917369999995","310.851419999998","315.285754819362","46.29702000000027","24.25082","24.25082","37.47854","30.86468","20.94389","13.22772","6.61386","13.22772","15.43234","19.84158","17.63696","84.87787","132.2772","249.12206","59.52474","162.03957","284.39598","527.786028","465.505513","467.710133","419.4620243","449.96295","405.578436250004"
"INTL.7-2-DEU-TST.A","        Germany","--","--","--","--","--","--","--","--","--","--","--","405471.48608851107","362341.422409999","332245.91921646247","310100.18571828015","294713.0361439506","291136.8304349567","276667.4246585342","260663.2581095496","253570.97326189815","259274.22441158124","266204.2012245977","265326.98202690936","268401.1199726502","271004.9022543988","266199.0465199967","267558.194749996","275892.7606600012","262148.0572700072","245230.8518742067","251560.9921653377","258750.73785","262050.53753811587","271048.2850756395","263177.61481","263143.4432","257488.5929","244907.11761056","236799.37839778"
"INTL.7-2-DDR-TST.A","        Germany, East","298038.5993035486","303441.3597684936","307699.4442805136","313647.1326677423","335920.3886396408","348264.4205523131","350559.2039093591","350955.1756805607","349234.211302737","341932.9015144796","297683.4748251912","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--"
"INTL.7-2-DEUW-TST.A","        Germany, West","240614.0006764451","245252.1820015023","244762.8953794787","237129.7750022572","234156.8648203571","230893.6626876884","227143.8301306352","216426.9298294432","211039.0970172614","209689.4779255179","200376.5594048088","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--"
"INTL.7-2-GHA-TST.A","        Ghana","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.84327","33.10347","46.26281","54.99664","59.7925","56.69977",""
"INTL.7-2-GIB-TST.A","        Gibraltar","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"INTL.7-2-GRC-TST.A","        Greece","25531.70421999973","30111.80226999959","30553.82857999973","35806.3357300002","35945.2267899998","41848.0968400002","43910.5188500001","48970.1217500001","56161.59219","58566.8326100005","58899.7302300003","58517.2286599999","62181.3071000003","62429.3268499999","65488.2370999998","64421.2010199998","65704.28986","66066.9498500004","68235.1936199999","68320.07149000016","72405.2323500002","75489.4957299996","76811.1654199999","78155.98362000042","78958.46530000035","77888.1222900004","71717.3909099997","73946.26173000016","71787.93875000016","72256.42049999977","64284.51457999951","66533.22698000012","68630.92291000023","60282.02697","57502.00114999999","49105.70588","38077.09432999999","42326.51260772","40511.34975381999"
"INTL.7-2-GRL-TST.A","        Greenland","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"INTL.7-2-GRD-TST.A","        Grenada","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"INTL.7-2-GLP-TST.A","        Guadeloupe","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"INTL.7-2-GUM-TST.A","        Guam","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"INTL.7-2-GTM-TST.A","        Guatemala","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","16.53465","236.99665","220.462","429.9009","403.44546","468.48175","450.84479","471.78868","493.83488","497.14181","324.07914","541.23421","542.33652","547.84807","630.5213199999989","793.6632","1684.32968","1751.57059","2119.9626",""
"INTL.7-2-GIN-TST.A","        Guinea","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"INTL.7-2-GNB-TST.A","        Guinea-Bissau","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"INTL.7-2-GUY-TST.A","        Guyana","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"INTL.7-2-HTI-TST.A","        Haiti","41","47.25","53.5","63","66","67","53","46.5","40","26.5","13","34","29","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"INTL.7-2-HITZ-TST.A","        Hawaiian Trade Zone","0","0","0","0","0","0","0","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--"
"INTL.7-2-HND-TST.A","        Honduras","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.04569295412","0.00394406518","0.06624111483","0.02251027251","0.04469756819","0.2392","0.04519","0.03252","0.01984","0.1929","0.00014","0.61271","0.82261","1.03252","0.71121","0.58291","0.81339","10.31659","12.34587","33.08371","30.03782","25.74867","20.31229","27.57641",""
"INTL.7-2-HKG-TST.A","        Hong Kong","3.3069299999999595","62.83166999999954","1119.9469600000132","3309.134620000006","4629.701999999987","5690.124219999979","6911.48370000001","8609.041099999979","9555.925389999977","10190.855949999892","10894.129730000104","11703.225270000028","12564.129379999815","13682.97402999985","10565.641350000285","10719.964749999715","8884.618599999983","6709.760970000035","7961.985130000023","6713.067900000002","7582.790490000017","8854.856230000021","9609.93857999998","11768.261559999763","11784.796210000293","11931.403440000113","12569.640929999838","13515.42291000034","12505.706950000193","13592.58461","11380.24844","13810.84199","13614.63081","14299.16532","15197.718169541029","12328.7641488","12303.07260963","11577.10557",""
"INTL.7-2-HUN-TST.A","        Hungary","30362.02663999982","30239.670229999792","31314.42247999986","29879.214860000448","30014.798989999923","28247.796060000477","27929.228470000307","28214.726760000067","26044.27836999993","24529.704429999918","22382.404550000316","21905.104319999853","20250.537009999567","19862.523889999513","18500.068729999613","18663.210609999827","19223.18408999944","19056.73528000018","18302.75524000043","18407.474690000025","16725.349630000146","16805.818259999734","15491.864739999937","16189.626969999888","14850.320319999562","12773.568279999525","13262.993920000323","13282.835500000421","13048.043469999586","11768.261560000092","12113.284590000058","12802.228339999823","12572.947859999633","12400.9875","11820.0992920961","11802.43317","11663.54211","10602.03017958","10650.519219999998"
"INTL.7-2-ISL-TST.A","        Iceland","13.22772","26.45544","27.55775","40.78547","60.62705","76.05939","81.57094","66.1386","73.85477","78.26401","71.65015","66.1386","55.1155","58.42243","78.26401","71.65015","72.75246","63.93398","77.1617","66.1386","111.33331","108.02638","108.02638","93.69635","114.64024","128.97027","119.04948","133.37951","120.15179","108.02638","116.84486","115.74255","115.74255","132.2772","110.231","127.86796","136.68644","134.48197982","140.213832"
"INTL.7-2-IND-TST.A","        India","118600.73778","133512.02527","142320.95814","151324.4669","163750.47518","171762.83395","185209.59717","200290.0162","213863.08477","227224.34984","243069.33319","261572.52498","276453.5482","290145.99661","304825.30809","323636.93405","340570.16134","353150.06369","356072.24674","376788.3203","390711.18102","402590.97147","419333.97475","432375.19942","481228.21218","507542.07372","540303.99041","589330.82793","609703.5602","638186.99228","681776.43328","722160.22853","852974.99835","879864.65318","962612.46824","980941.36939","966288.69264","1007229.08841","1036908.78283"
"INTL.7-2-IDN-TST.A","        Indonesia","209.438899998","189.597319992","176.369600002","151.016469996","134.581436944","2437.207410183","4768.593059466","5760.672059897","7222.335119736","8409.52298966","9195.470020397","10233.846039686","10616.347609484","10686.895449207","11903.845689992","13522.036770344","14917.56123011","17336.02936994","19551.67246624","25185.57887636","27310.83256784","31265.02245691","32250.28697426","36011.77158693","39773.25620871","45581.32980116","47823.00858077","51438.56697238","58944.10041478","62054.54144752","72611.38679783","72752.46000082","73854.7700022","79443.4816954","83973.9769089","95365.3564597","102623.7371347","110192.51","126765.64999999951"
"INTL.7-2-IRN-TST.A","        Iran","1965.41873","1642.4419","2213.43848","2088.87745","1617.08877","1591.73564","1567.48482","1542.13169","1591.73564","1169.55091","1198.07611","1742.43524","1543.16091","1813.29995","1822.11843","1704.17126","1787.94682","1829.8346","2130.76523","1928.3436","1934.41904","1922.26816","1887.03064","1882.74548","1916.91709","1951.0887","1808.89071","2058.01277","1799.45772","1540.38031","1470.25567","1292.85293","1019.63675","1234.86872","1571.47972","1721.37934","1566.03742","1392.27422",""
"INTL.7-2-IRQ-TST.A","        Iraq","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"INTL.7-2-IRL-TST.A","        Ireland","1121.0492700000598","1426.389139999991","1441.821480000014","1645.748829999922","1643.544210000017","1748.263660000031","2570.586919999941","3583.609809999907","3578.09826","3778.71868000004","3701.55697999996","3618.88373000007","3364.25012000004","3354.32933000001","3060.01256000004","3023.63632999999","3346.61316000002","3045.68252999992","3132.76501999992","2698.454880000045","3194.49437999996","3306.93000000002","3168.03893999996","3088.67262000001","3175.75510999999","3312.44154999995","2925.53073999997","2782.23044000001","2483.070186666688","2015.022680000027","2170.448390000019","2205.221896254035","2684.124850000079","2334.69258","2237.6893","2548.54072","2474.68595","1973.17458316","1332.0203808999997"
"INTL.7-2-ISR-TST.A","        Israel","0","0","986.56745","1850.77849","2951.98618","3226.46137","3546.13127","3777.61637","3739.03552","4002.48761","4100.5932","4475.3786","5464.15067","6242.38153","6621.57617","7252.09749","8635.49654","9523.9584","10248.17607","10068.49954","11297.57519","12732.78281","13455.89817","13970.67694","14018.07627","13992.72314","13960.75615","14721.35005","13968.47232","13570.53841","13556.20838","13906.74296","15624.14194","12922.38013","12092.3407","11856.44636","10167.71952344","9191.14565787","8796.29160201"
"INTL.7-2-ITA-TST.A","        Italy","20303.44788999944","21445.44104999994","23345.82349000001","21513.784269999218","24172.55599000041","26383.789849999714","23803.28214000059","24514.272090000202","23663.288769999082","23183.783920000726","24709.38096000065","22825.53317000014","20270.378589999676","17261.07228999987","18377.71231999968","19446.953019999513","18272.99287000049","18097.72557999981","19004.926710000287","19111.85078000008","19888.979330000155","21406.86019999912","22062.73464999992","23317.163430000623","26774.007589999677","26728.812879999507","27343.901859999976","27692.23181999909","27462.9513399991","21989.982189999755","23999.493319999936","26945.96794999986","27761.67735000034","23232.28556","22163.044860000005","21449.85029","18816.571217460856","16900.346712232","15278.149066613425"
