Report generated on: 09-17-2020 15:41:27
"API","","1980","1981","1982","1983","1984","1985","1986","1987","1988","1989","1990","1991","1992","1993","1994","1995","1996","1997","1998","1999","2000","2001","2002","2003","2004","2005","2006","2007","2008","2009","2010","2011","2012","2013","2014","2015","2016","2017"
"INTL.4008-8-ECU-MMTCD.A","        Ecuador","12.016231","12.137947333","14.137947333","12.206921","12.275894667","12.275894667","13.206921","13.131049967","13.193126267","12.193126267","14.275894667","14.222520456","17.243580504","15.243477043","17.243477043","17.292448347","18.292296605","18.243580504","19.243580504","18.243580504","18.341012705","19.393037081","20.246500102","20.369450299","21.419190881","22.641986753","24.709124344","24.076899822","25.556704983","28.639091437","36.21035995","35.736576224","37.056334198","38.459582419","42.12315546","38.797005092","36.844499154","37.237047918"
"INTL.4008-8-EGY-MMTCD.A","        Egypt","40.928613534","48.399413576","53.941516544","62.849220578","69.551123149","74.471152713","79.866058903","82.266826156","83.765313802","85.45249278","89.511290288","89.495248425","89.983249748","93.52448572","96.793435589","97.98769353","106.121991649","110.384655162","113.557754489","116.438149893","118.521628657","128.01137694","131.441361152","142.284549355","151.277546732","159.156899902","170.071405581","172.302761045","181.297329892","185.811454106","187.515002523","212.818015317","218.391418372","223.111425974","224.461908123","227.527508149","226.309615286","238.169693451"
"INTL.4008-8-SLV-MMTCD.A","        El Salvador","1.98901","1.7","1.6","1.8","1.8","1.9","2.2","2.2","2.3","2.2","2.4","2.8","3.2","3.200951219","3.601660938","4.601700101","4.401816025","4.701880016","5.50208359","5.502481469","5.502747176","5.701780641","5.801585356","6.102593671","6.002325113","6.203891502","6.203199521","6.203393617","5.902812237","5.902209599","5.901772573","6.402612648","6.558956165","6.269219854","6.442372513","6.887408021","6.928914069","6.351182531"
"INTL.4008-8-GNQ-MMTCD.A","        Equatorial Guinea","0.05549","0.05537","0.0694","0.06999","0.06975","0.07977","0.08493","0.08022","0.07866","0.1","0.1","0.1","0.1","0.1","0.1","0.1","0.1","0.1","0.139235198","0.139235198","0.258852797","0.258852797","2.691435078","2.750287875","0.39617599","2.750287875","2.750287875","3.158755874","3.242639856","3.540727851","3.799580648","3.924008694","3.82530157","3.612267172","3.434863507","3.069729286","3.067522853","3.105340086"
"INTL.4008-8-ERI-MMTCD.A","        Eritrea","--","--","--","--","--","--","--","--","--","--","--","--","--","--","1","1.1","1.1","1.1","1.3","1.1","0.6","0.8","0.7","0.8","0.8","0.7","0.7","0.684580762","0.7","0.5","0.7","0.531904357","0.554351959","0.578195163","0.603668434","0.593500088","0.630792","0.656016"
"INTL.4008-8-EST-MMTCD.A","        Estonia","--","--","--","--","--","--","--","--","--","--","--","--","8.439594574","7.044738882","6.371344667","5.471416947","6.06632388","6.486821167","7.27781331","5.857898916","5.471059852","6.181515484","5.344633166","5.330821328","5.814380722","5.850299339","6.181779357","6.512160221","6.397927851","5.233861445","5.466250364","5.293432679","6.161543294","6.128901784","5.590985349","5.297741442","5.408739311","5.586862983"
"INTL.4008-8-SWZ-MMTCD.A","        Eswatini","0.680026475","0.66170989","0.66170989","0.524965913","0.575693518","0.666121001","0.679354273","0.663915435","0.622010028","0.737448648","0.755092813","0.733037359","0.618348997","0.623510544","0.883764904","0.835242905","0.786720905","0.969007617","0.977508612","0.986095065","0.894146545","0.92139308","0.906857536","0.831006658","0.82615851","0.817561829","0.920630673","0.990261025","0.944834285","1.018840871","1.009649691","1.013026347","1.021538538","0.957603967","1.027066403","1.090038655","1.209239968","1.092409854"
"INTL.4008-8-ETH-MMTCD.A","        Ethiopia","1.70001","1.7","1.9","2.2","2.1","2.5","2.6","2.9","2.8","3","3","2.5","3.6","3.3","2.2","2.4","1.7","1.7","2.6","3.3","3.5","3.600004267","3.900087473","4.200008534","4.300010667","4.600015694","5.200023468","5.601533975","6.432002259","7.082393881","6.618726966","7.19707314","7.684599709","9.369728784","10.778564853","11.495974888","13.118173633","14.536775818"
"INTL.4008-8-FLK-MMTCD.A","        Falkland Islands","0.01168","0.01151","0.01151","0.01151","0.01154","0.01442","0.01598","0.01598","0.03171","0.02833","0.02519","0.02519","0.02544","0.02544","0.02545","0.02861","0.03178","0.03496","0.0286","0.0286","0.0286","0.0286","0.03178","0.03177","0.03505","0.03813","0.04129","0.047677067","0.04578","0.047639359","0.047663984","0.042068957","0.042994213","0.042960265","0.042945483","0.045031","0.046769","0"
"INTL.4008-8-FRO-MMTCD.A","        Faroe Islands","0","0","0","0","0","0","0","0","0","0","0","0","0.6","0.6","0.6","0.7","0.7","0.7","0.7","0.7","0.7","0.7","0.7","0.7","0.7","0.7","0.8","0.657764412","0.7","0.7","0.7","0.689511212","0.707672875","0.775636426","0.69537097","0.741409","0.747048","0.708772"
"INTL.4008-8-FJI-MMTCD.A","        Fiji","1.299351548","0.832255604","1.041215501","1.032255604","0.739423525","0.728671651","1.026879675","0.819114434","0.812842509","0.923445053","1.034047596","0.832255604","0.938587267","0.943336009","0.942357888","1.041379767","1.140401646","1.139423525","1.035839564","1.132255604","1.430463627","1.526879675","1.729211729","2.22956579","2.600038228","2.500006349","2.300010702","2.529045987","2.300012008","1.400018559","1.300008978","2.083950901","1.145997916","1.468587538","1.922288537","2.471819613","2.363238154","2.456051675"
"INTL.4008-8-FIN-MMTCD.A","        Finland","55.797192774","43.104603621","43.2076557","41.461907506","47.026330258","49.357369778","50.038393022","54.347895634","53.676905149","54.174319164","54.911710446","54.284216033","52.377250834","52.268034889","58.330021927","53.630871848","57.050667163","55.272172137","53.197197489","53.620600992","53.488918319","56.309849466","58.547191976","65.489541036","62.533621109","52.963352669","62.079578435","60.211244109","54.71770806","52.16275969","57.958538311","52.347830783","48.003142809","51.139024777","47.477556316","45.064914785","47.229030252","45.502491864"
"INTL.4008-8-CSK-MMTCD.A","        Former Czechoslovakia","253.191257269","248.866792172","248.512463132","249.38734918","258.535486828","253.882966411","251.02077186","253.082319407","247.413329353","240.968041218","237.586236142","215.31640459","186.204739449","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--"
"INTL.4008-8-SCG-MMTCD.A","        Former Serbia and Montenegro","--","--","--","--","--","--","--","--","--","--","--","--","64.151795631","55.659236995","53.037159671","61.27909404","67.599108027","73.3511811","74.745813822","57.747901633","60.671014281","61.587186574","67.453505771","71.542518214","73.928262164","68.151889724","--","--","--","--","--","--","--","--","--","--","--","--"
"INTL.4008-8-SUN-MMTCD.A","        Former U.S.S.R.","3561.517210212","3579.222544175","3702.116460425","3735.655096964","3869.572625945","3993.021317937","4143.730267938","4203.179447542","4282.779575009","4186.252614084","4327.414643068","3944.56951542","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--"
"INTL.4008-8-YUG-MMTCD.A","        Former Yugoslavia","141.943642994","160.133904614","166.678940252","173.151331893","199.799766228","211.036916817","206.411658843","212.527847165","215.157522607","217.458690376","211.954265161","196.578223963","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--"
"INTL.4008-8-FRA-MMTCD.A","        France","471.428661083","414.727890913","411.980200225","395.957768313","424.015322539","417.642126725","403.758911032","397.799174599","395.602569178","409.594274727","405.487118855","432.689975687","425.196530619","400.808029549","396.674569509","410.99353922","425.39956737","419.894926759","443.878345413","439.773660924","436.927096722","439.803676599","432.656841933","435.309585536","439.213855335","449.222663914","446.896846339","436.638852922","433.289754898","408.206923242","408.63404875","400.617597106","394.067012944","393.57292203","362.942805367","365.867161609","368.417221609","376.876624484"
"INTL.4008-8-GUF-MMTCD.A","        French Guiana","0.34991","0.3","0.4","0.4","0.3","0.3","0.4","0.4","0.5","0.6","0.7","0.8","0.6","0.9","0.9","1","1","1","1","1","1","1","1","1.1","1","1.1","1.1","1.043026638","1.1","0.8","1","0.825736292","0.675517533","0.74987719","0.794830238","0.81713","0.900001","0.744952"
"INTL.4008-8-PYF-MMTCD.A","        French Polynesia","0.2109","0.3","0.4","0.6","0.8","0.7","1","1","1","1","0.9","0.9","0.9","0.9","0.7","0.7","0.7","0.7","0.7","0.7","0.7","0.7","0.7","0.9","0.9","0.9","1","1.073299837","1","1.1","1.1","1.046651984","1.018261452","1.036523775","1.012122113","1.06671","1.027153","1.012564"
"INTL.4008-8-GAB-MMTCD.A","        Gabon","1.690205825","1.816655693","1.71110066","2.294416749","1.994416749","1.61110066","1.55555033","1.727756353","1.894426155","2.577761056","2.56665099","2.497125466","2.59617599","2.49617599","2.596092665","2.196092665","2.29617599","2.39617599","2.29617599","2.19617599","1.956940792","1.956940792","1.876558391","1.976558391","1.99617599","1.99617599","2.29617599","2.371292719","2.756940792","2.356940792","2.999196792","3.188440193","3.828188563","3.978202649","4.08308916","4.037647244","4.049076987","4.011258338"
"INTL.4008-8-GMB-MMTCD.A","        Gambia, The","0.1523","0.2","0.2","0.2","0.2","0.2","0.2","0.2","0.2","0.2","0.2","0.2","0.2","0.2","0.2","0.2","0.2","0.2","0.2","0.2","0.3","0.3","0.3","0.3","0.3","0.3","0.3","0.457456946","0.4","0.4","0.5","0.531155455","0.511167994","0.516049014","0.573964564","0.587984","0.592758","0.564332"
"INTL.4008-8-GEO-MMTCD.A","        Georgia","--","--","--","--","--","--","--","--","--","--","--","--","15.15322127","7.765758871","4.798456351","5.395239562","5.678120883","5.99695567","6.051775131","4.882769978","4.636296674","4.050684883","4.52904036","3.741063578","4.296719632","5.013237522","5.066982167","6.012343758","6.083697302","6.723285188","6.534622933","6.801860074","7.537429164","8.588590364","8.922720651","10.054961863","10.184735261","9.906997264"
"INTL.4008-8-DEU-MMTCD.A","        Germany","--","--","--","--","--","--","--","--","--","--","--","930.561856142","897.767755767","882.448820791","865.944288255","875.59129755","885.739438392","869.056430254","870.472010706","850.754016908","864.622000263","894.5944903","874.248337223","873.875389885","876.759848941","863.151319791","884.021119353","851.684031847","863.369594998","805.855919584","850.814274197","829.086039494","834.614480291","863.278929078","829.041323078","831.301879702","835.812996699","826.047623652"
"INTL.4008-8-DDR-MMTCD.A","        Germany, East","499.932092588","503.403921911","511.641343276","513.985994202","551.55411515","567.848988287","574.761243791","572.980478806","567.49733776","544.130414254","475.513363403","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--"
"INTL.4008-8-DEUW-MMTCD.A","        Germany, West","782.884438949","738.85373024","733.959276475","716.781938523","761.995365478","774.646062966","794.844050031","779.825248483","769.013152683","757.932342418","766.446636047","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--"
"INTL.4008-8-GHA-MMTCD.A","        Ghana","2.22666","1.9","2.2","2","2.3","1.9","2.4","2.7","3.1","3.6","3","3","3.4","3.5","3.9","4","4.1","3.8","3.8","4.5","5.3","5.2","5.5","5.9","6.5","6.5","6.7","6.675884551","7.4","7.5","9.335411188","10.955145214","11.111710756","12.155672594","12.274192878","14.24942928","14.172125682","15.0013963"
"INTL.4008-8-GIB-MMTCD.A","        Gibraltar","0.48881","0.5","0.5","0.4","0.4","0.8","1.4","1.5","1.9","1.6","1.7","1.7","3.1","3.2","3.2","3.2","3.2","3.2","3.7","3.2","7.3","4","4","4.1","4.3","4.4","4.5","4.589873439","4.6","4.9","8.9","13.93390194","14.148076879","13.044660231","12.428214539","12.490564","12.739241","14.315465"
"INTL.4008-8-GRC-MMTCD.A","        Greece","49.457679512","46.375573711","48.775026034","51.089130753","53.806906489","57.683940316","59.073361202","64.230452185","68.93199946","72.195991248","75.020917466","75.229421639","79.084577077","79.199357259","81.80577942","83.443902645","86.161564696","86.806035657","91.932537549","91.363065049","96.94730948","99.149381915","99.745572477","103.455487245","103.260249957","103.310903772","104.381905658","108.027020801","104.584859862","98.464246718","91.480863479","90.784529511","84.002281819","76.125673123","76.457711389","74.223145521","71.007006884","75.840952351"
"INTL.4008-8-GRL-MMTCD.A","        Greenland","0","0","0","0","0","0","0","0","0","0","0","0","0.5","0.5","0.5","0.5","0.5","0.5","0.5","0.5","0.6","0.6","0.6","0.6","0.6","0.6","0.6","0.602356258","0.6","0.6","1","0.833502219","0.656976976","0.638021562","0.568352543","0.614472","0.620367","0.66394"
"INTL.4008-8-GRD-MMTCD.A","        Grenada","0.04574","0.05254","0.05828","0.05632","0.05836","0.05954","0.06935","0.07109","0.07745","0.08059","0.1","0.1","0.1","0.1","0.2","0.2","0.2","0.2","0.2","0.2","0.1","0.2","0.2","0.2","0.2","0.2","0.3","0.231333533","0.3","0.3","0.3","0.274632336","0.286340167","0.323327348","0.271059272","0.289772","0.298309","0.298982"
"INTL.4008-8-GLP-MMTCD.A","        Guadeloupe","0.48529","0.7","0.9","0.9","1","0.9","0.9","1.1","1.2","1.3","1.4","1.5","1.4","1.6","1.7","1.7","1.7","1.7","1.7","1.7","1.8","1.8","1.9","1.9","2","2.1","2.2","2.443079243","2.4","2.1","2.1","2.513874844","1.890889186","1.876143704","1.820668631","2.134862","1.996945","1.931418"
"INTL.4008-8-GUM-MMTCD.A","        Guam","3.510529879","4.901313575","3.781013329","3.640975798","1.263790756","0.644172641","1.079438695","0.770432422","0.794030612","0.705068492","1.851800952","2.067205407","2.484726799","3.326484776","4.859856973","3.612051506","3.197463562","3.635363577","3.022283888","3.377221442","3.372974959","4.772772182","3.311457979","2.734995275","3.113464375","3.720427176","4.034352495","2.93076409","1.844287255","2.922384758","2.588957182","2.28446224","2.169581718","1.816095435","1.798464393","1.827590749","1.615230254","1.615230254"
"INTL.4008-8-GTM-MMTCD.A","        Guatemala","4.09952","3.6","3.5","3.7","3.2","3.6","3.2","3.2","3.5","3.6","3.8","3.6","4.4","4.8","5.4","6.1","6.3","7","8.5","8.735444018","9.108030928","9.97258691","10.221544474","10.264834045","10.804247183","10.96644023","11.011335987","11.473166625","10.965683481","11.694702757","10.760200863","11.028410152","11.188718734","11.412873711","12.258773956","15.762732377","16.536346482","17.985056227"
"INTL.4008-8-GIN-MMTCD.A","        Guinea","0.81493","0.8","0.8","0.8","0.8","0.7","1.1","1.1","1.1","1.1","1.5","1.2","1.2","1.2","1.2","1.2","1.2","1.2","1.3","1.3","1.3","1.3","1.3","1.3","1.4","1.4","1.4","1.338244321","1.3","1.4","1.4","2.836534427","2.580964507","2.334176295","2.433724809","2.767085","3.084621","2.746444"
"INTL.4008-8-GNB-MMTCD.A","        Guinea-Bissau","0.08321","0.08304","0.08409","0.08402","0.1","0.1","0.1","0.2","0.2","0.2","0.3","0.3","0.3","0.3","0.3","0.3","0.3","0.3","0.3","0.3","0.4","0.4","0.4","0.4","0.4","0.4","0.4","0.320253741","0.5","0.4","0.4","0.333377776","0.322217541","0.360466395","0.374162768","0.408674","0.425613","0.310875"
"INTL.4008-8-GUY-MMTCD.A","        Guyana","1.42148","1.6","1.3","1.2","1.3","1.4","1.4","1.1","1.1","0.7","0.7","0.8","0.9","1.2","1.2","1","1","1.1","1.4","1.5","1.7","1.7","1.8","1.7","1.5","1.7","1.6","1.519155927","1.5","1.6","1.6","1.841371515","2.080137006","2.028611814","2.028761361","2.099613","2.361872","2.21087"
"INTL.4008-8-HTI-MMTCD.A","        Haiti","0.956808821","0.72344791","0.839776998","0.764597213","0.772435175","0.87504783","0.938470671","1.321488419","1.404506167","1.269235336","0.733964504","0.788830242","0.875766971","0.6","0.5","0.9","1.1","1.4","1.3","1.5","1.5","1.7","1.7","1.7","1.7","1.8","1.8","1.965478346","2","2.2","2.1","2.224320918","2.418779249","2.602297893","2.866673923","3.316061","3.357186","3.419823"
"INTL.4008-8-HITZ-MMTCD.A","        Hawaiian Trade Zone","6.117809685","7.050153481","6.507833982","6.101094358","7.341371622","7.063711468","4.135186176","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--",""
"INTL.4008-8-HND-MMTCD.A","        Honduras","1.69779","1.5","1.5","1.6","1.7","1.6","1.7","1.7","2","2.4","2.7","2.701748706","2.701471668","2.70235723","3.002171336","3.502101996","3.901707881","3.801451851","4.401702564","4.602306482","4.30069054","5.000130689","5.601700855","5.601127262","6.601806139","6.802419937","7.103156316","7.982011697","7.502093293","6.801269991","7.101902568","7.318436899","7.919687359","8.00179408","8.652434922","9.323582375","8.780828735","8.766744972"
"INTL.4008-8-HKG-MMTCD.A","        Hong Kong","18.124105359","19.148853854","20.448102797","24.213634709","26.094717482","28.409745029","33.068831809","36.765860831","39.825663375","41.204504653","43.49669293","46.31570204","51.292552835","54.785356598","52.06775864","52.463932662","51.018322815","47.393801596","52.728889494","61.567167479","57.813476905","60.633778219","66.014237018","70.410049758","78.627053313","81.017587838","80.26804814","84.589778966","79.837735012","89.905569408","99.680456673","94.838574715","89.288593212","91.758097078","88.981630654","94.902891539","95.52033099","97.546952479"
"INTL.4008-8-HUN-MMTCD.A","        Hungary","72.531079475","71.462228598","70.508026527","68.436395272","73.440436036","76.26761703","74.88805459","73.144013261","69.444879198","69.075603997","64.152199122","64.796188783","59.174081947","60.594691963","59.500599652","59.163546383","60.465398833","58.825172178","58.66751612","58.30238563","55.199153319","57.506302325","56.83928934","59.19982834","58.595073081","62.0378749","61.256532076","59.737755091","59.190182856","53.15367734","53.863231033","52.01649308","47.889544132","45.147660597","46.504492795","49.404984256","50.21645631","52.464349741"
"INTL.4008-8-ISL-MMTCD.A","        Iceland","1.7959008","1.701097577","1.525811548","1.756799139","1.867209696","1.919578822","1.99017484","2.050881086","2.119857975","2.332563366","2.29115115","2.191952605","2.30151278","2.273769098","2.412652729","2.422118248","2.73740624","2.602358524","2.692811674","2.64929272","2.8841945","2.717452247","2.877930199","2.830572955","2.986794753","2.983674179","3.049652424","3.091791562","2.835246445","2.684169521","2.556724168","2.522448086","2.581681924","2.715585521","2.831353601","2.997848258","3.343621998","3.577060386"
"INTL.4008-8-IND-MMTCD.A","        India","271.466648305","306.829835267","322.590345745","341.684036875","367.63671597","391.389288544","417.367851353","449.983082972","488.86610388","515.373742932","548.64209131","581.054459481","617.732919442","646.927392381","689.708545086","745.806810519","782.663781032","818.953296455","839.484454222","884.6787127","922.563072813","945.964699297","993.931702371","1014.048346774","1119.95641205","1169.398363225","1259.36055197","1368.379922707","1411.061330366","1497.486494389","1604.543494104","1677.352792451","1905.228814434","1944.444971776","2092.365758495","2177.981891527","2237.148562192","2312.061218862"
"INTL.4008-8-IDN-MMTCD.A","        Indonesia","72.08924683","78.912889845","81.190169123","84.802564371","87.891099279","95.956040731","105.217848473","111.951584239","119.359253075","132.156144101","148.551030451","163.299778113","171.816940318","181.66711687","191.5163877","203.150138411","219.916440417","237.707218364","228.36219858","255.796778364","259.028936922","255.83333581","270.722037789","278.971643067","286.262813144","308.290424126","319.143643068","324.777861436","350.549519021","369.407799228","416.772574087","415.945918017","428.254248007","447.785463619","458.82985824","495.453948125","501.098491053","530.880831278"
"INTL.4008-8-IRN-MMTCD.A","        Iran","101.675401445","94.576803723","109.456804668","134.32338202","139.501054136","149.387113026","156.745549837","165.306358478","173.398462548","191.776621026","194.672216268","206.120874549","214.12542757","222.873994523","234.242288344","240.688449553","238.209668794","270.875772632","277.037466371","298.568585639","302.83482878","322.263860107","350.929418932","365.578926408","386.143897094","429.564539053","448.355016184","450.605153618","481.334768398","534.76487865","537.476136412","561.97595122","584.235000829","585.392023598","616.75050871","613.934454096","630.654540755","676.469955841"
"INTL.4008-8-IRQ-MMTCD.A","        Iraq","34.19201046","31.27765759","30.33320792","36.99990594","35.1110066","37.27765759","43.49985891","42.94426155","50.88842904","54.88842904","61.277346841","41.16646287","57.61058333","66.002473867","77.21830394","77.218859444","77.356102089","68.983367707","70.787191717","73.238396495","72.179543697","76.414457335","77.629753373","70.157935894","76.433079832","80.844551861","77.531167827","84.76416946","93.688108619","100.25406213","88.924360875","91.986264676","107.144052898","117.718173927","114.344282713","97.813567424","122.172933652","127.572972199"
"INTL.4008-8-IRL-MMTCD.A","        Ireland","20.384986452","20.139106415","19.481296522","19.532927303","20.144219991","20.570349121","23.414472081","23.736562371","22.731044993","24.043455615","25.585122473","26.621327834","26.412172241","27.441274639","28.57688662","29.332964014","31.306240767","33.042011519","35.656601362","38.219788033","40.734441578","42.910125458","41.920490353","41.353560907","42.874637059","44.346037376","45.70470206","44.821509535","44.117947503","38.640622753","39.578828992","35.202492765","34.980820658","34.163071206","34.186584271","35.827561306","37.989326855","37.403268338"
"INTL.4008-8-ISR-MMTCD.A","        Israel","23.780163068","23.140999147","24.061225506","24.230166548","25.698048967","27.375844624","29.48546931","32.286860991","33.910518989","35.122025536","36.025058497","36.867052262","38.941915259","43.155390121","45.998711649","49.500880126","51.269748559","54.21882224","55.607106268","56.485343195","61.570877098","61.957838716","65.792063102","67.761226199","68.371875591","65.722549486","67.311657841","70.10322523","68.139751869","67.653228582","71.345023756","70.540212824","77.773834119","70.975626091","71.354862825","73.986743269","73.334457096","72.199636657"
"INTL.4008-8-ITA-MMTCD.A","        Italy","336.477310143","344.981750173","346.609124942","335.146015938","385.104314693","386.792383431","390.538078034","411.784786577","418.071621708","433.656242162","437.519421802","438.195397189","436.446346945","429.45088302","424.926571955","450.89078761","446.219534166","450.066404118","461.107595287","459.830393205","464.656194972","464.041249269","471.222567139","489.705821797","490.772773908","493.223785609","489.580380069","481.193516958","471.744611904","426.506263052","437.406455159","427.086823915","405.012184142","371.201944003","354.33424835","363.451010535","359.567744757","362.479867615"
"INTL.4008-8-JAM-MMTCD.A","        Jamaica","7.7863","6.7","5.7","6","5","4.5","4.9","5.2","6.120205761","7.041440326","7.531337445","7.828811725","8.566697527","8.638914606","8.833863165","9.938914606","10.061646087","10.169223247","11.179326127","11.181851847","11.157857506","11.133863165","11.222263369","11.214686209","11.166697527","11.149017486","13.080823043","13.290925924","12.121234565","9.328811725","8.116183125","8.534185784","7.938997423","8.810052361","8.637067431","8.539995644","8.912641454","8.852319934"
"INTL.4008-8-JPN-MMTCD.A","        Japan","857.895472287","835.35112766","742.900485818","770.354897137","1000.446682394","979.027481931","976.496393225","986.342625492","1063.776469933","1098.697639596","1160.06059168","1174.617558545","1186.934405751","1180.55199864","1238.58157354","1258.031636021","1278.546708921","1286.339440555","1243.304092895","1291.965385369","1299.925412045","1291.215728136","1300.564986944","1344.706244484","1338.387776889","1353.434784541","1341.588234665","1357.98065168","1302.075804722","1206.257108441","1262.30558922","1287.500297291","1360.09062286","1369.084836671","1343.506967025","1303.944899773","1290.970114941","1272.290456274"
"INTL.4008-8-JOR-MMTCD.A","        Jordan","5.20715","6.2","7","7.6","7.8","8.1","9","10","9.3","9.455540924","10.154976015","9.654976015","11.294416749","11.392351981","12.550537699","13.573899718","14.532876799","13.570249283","14.55193291","15.551923864","15.573388303","15.572967167","15.61218013","17.3003519","17.774165992","19.066369497","20.417849489","18.59028922","18.615444775","18.829533977","19.344869085","22.224795741","23.728690033","22.838352779","24.349963109","24.169786338","24.384462695","27.186827312"
"INTL.4008-8-KAZ-MMTCD.A","        Kazakhstan","--","--","--","--","--","--","--","--","--","--","--","--","324.865740395","284.421364996","268.689036378","221.736270977","208.518352857","179.72208882","175.983645034","166.411825333","170.939886624","173.857153849","183.880248823","185.652383992","212.922807193","212.76645583","223.198585467","250.713965453","286.143321455","244.920692005","262.799582109","287.443398165","285.406081001","286.274153169","270.570118869","268.350434367","283.523316981","295.522346104"
"INTL.4008-8-KEN-MMTCD.A","        Kenya","5.738344695","5.679579091","5.693713326","5.366166632","5.269718064","5.380288652","6.170450547","5.382885303","5.923536049","6.458283932","6.598677525","5.798900117","6.412896056","6.558355017","6.941508146","7.20768888","7.584593296","6.990301604","7.935026321","8.129107508","8.711167644","8.011365488","8.015417482","8.396673585","9.344568121","10.185481715","11.382369955","11.050919434","11.349060579","11.30315648","12.294655471","13.614271526","12.548126658","13.874742765","14.185094424","16.601816859","17.87421643","18.021643789"
"INTL.4008-8-KIR-MMTCD.A","        Kiribati","0.02235","0.02651","0.02656","0.02673","0.0195","0.01952","0.01891","0.02206","0.02206","0.02206","0.02206","0.02612","0.02228","0.02228","0.02228","0.02227","0.02226","0.02226","0.02226","0.02226","0.02544","0.02544","0.03171","0.0317","0.03176","0.03807","0.03805","0.038273004","0.04369","0.062365005","0.062430114","0.058671037","0.057715221","0.05845177","0.058564689","0.062346","0.066306","0"
"INTL.4008-8-XKS-MMTCD.A","        Kosovo","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","7.162446434","8.056796014","8.335213697","8.566358103","7.979212035","8.145371756","7.232806055","8.418705636","8.944003986","7.479592302"
"INTL.4008-8-KWT-MMTCD.A","        Kuwait","28.83399052","22.555033","22.555033","24.88824092","24.99924752","24.7770462","28.61011303","32.77629372","36.49816583","41.05338695","24.143184735","13.99990594","22.139794283","29.632722014","36.711676074","38.711676074","41.711706627","52.18551431","55.655839136","55.94960557","58.832937237","56.675114452","54.694354788","61.852170878","66.029321652","75.130908824","75.347713834","62.660662182","77.915510162","84.286845165","88.146919331","90.972389173","93.073163854","96.024649168","92.410642704","99.254631734","102.741095099","96.419542088"
"INTL.4008-8-KGZ-MMTCD.A","        Kyrgyzstan","--","--","--","--","--","--","--","--","--","--","--","--","13.605637598","10.907893286","8.310214508","4.77544158","7.404012607","7.372828995","7.94865772","7.534952312","7.285166163","6.55796385","5.892668274","5.416085358","5.956917613","5.628188766","5.588064716","6.068955478","6.946584243","9.254628902","7.497491233","7.983859779","10.358471086","9.394718041","9.721714545","9.069343516","8.769474472","8.459561415"
"INTL.4008-8-LAO-MMTCD.A","        Laos","0.41466","0.2","0.2","0.2","0.2","0.2","0.2","0.2","0.2","0.2","0.206080429","0.210134049","0.318241287","0.328375336","0.338509385","0.346616624","0.402759258","0.421811262","0.540863285","0.42938875","0.430989921","0.440232167","0.463682361","0.477647088","0.494185856","0.5023539","0.586580582","0.573114287","0.676458712","0.766599249","1.031941841","3.055274934","3.414980446","4.24558728","4.439745824","12.858986861","29.75345318","28.931474583"
"INTL.4008-8-LVA-MMTCD.A","        Latvia","--","--","--","--","--","--","--","--","--","--","--","--","12.988595915","10.905710077","10.178135475","8.840988405","8.902302986","8.469228029","8.03676765","7.590273399","7.169488073","8.102193894","8.115055977","8.424309902","8.811125215","9.161687415","9.279799814","9.223688468","8.352247859","8.595627151","9.372994904","8.452252317","8.172678509","8.123091716","7.806133314","8.084736177","8.297469265","8.088147745"
"INTL.4008-8-LBN-MMTCD.A","        Lebanon","6.435273793","6.016013793","5.906405517","6.2","5.9","6.9","6.9","7.2","6.5","5","4.7","8.2","8.2","10.260118404","11.262461813","12.433530673","13.520236807","15.531953852","15.45110624","15.41653094","16.344461095","15.328643084","16.312825073","16.156968339","15.185913096","15.183215939","13.180518782","12.090808114","14.194759174","19.355275979","18.739990067","19.375812657","21.457570663","20.980673298","22.649042066","24.480724637","25.354938789","27.189719827"
"INTL.4008-8-LSO-MMTCD.A","        Lesotho","0.14593","0.1","0.1","0.1","0.1","0.1","0.2","0.2","0.1","0.2","0.2","0.2","0.2","0.2","0.2","0.2","0.2","0.2","0.2","0.2","0.2","0.2","0.2","0.2","0.2","0.2","0.2","0.238412507","0.2","0.2","0.6","0.56901386","0.603890133","0.616832425","0.643414734","0.634217","0.681386","0.675394"
"INTL.4008-8-LBR-MMTCD.A","        Liberia","1.88712","1.7","1.7","1.7","1.6","1.6","1.3","1","1.1","1","0.6","0.3","0.3","0.4","0.4","0.4","0.4","0.4","0.4","0.4","0.4","0.5","0.5","0.5","0.5","0.5","0.6","0.746164258","0.7","0.6","0.5","0.917673131","0.988485943","0.900916034","1.187724076","1.197167","1.37903","1.201108"
