Report generated on: 09-18-2020 10:45:13
"API","","1980","1981","1982","1983","1984","1985","1986","1987","1988","1989","1990","1991","1992","1993","1994","1995","1996","1997","1998","1999","2000","2001","2002","2003","2004","2005","2006","2007","2008","2009","2010","2011","2012","2013","2014","2015","2016","2017","2018","2019","2020"
"INTL.26-3-IND-BCF.A","            Dry natural gas (bcf)","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","0","0","0","0","0","0","0","0","0","0","0","0","0","0","91.819","213.3026","282.16685","352.4437","381.04885","445.6753","429.07725","578.81285","632.8448","613.7747","655.09325","659.33105","821.3195789","846.4636453","890.502836299991","",""
"","    Exports","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"INTL.26-4-IND-BCF.A","            Dry natural gas (bcf)","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","9.53505","2.5296368869976","2.6817419375161","","",""
"","    Reserves","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"INTL.3-6-IND-TCF.A","        Gross natural gas (tcf)","9.3","12","12.43","14.508","14.826","15","16.88","17.55","17.55","22.861","22.973","25.049","25.772","25.954","25.354","24.967","24.967","24.2","17.356","18.978","22.884","22.849","22.865","26.943","30.14","32.525","38.88","37.96","37.96","37.96","37.96","37.928","40.745","43.825","47.842","50.398","44.209","43.344","45.548","47.306","47.306"
"","Indonesia","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","    Production","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","        Gross natural gas (bcf)","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"INTL.26-1-IDN-BCF.A","            Dry natural gas (bcf)","654","663","674","769","1036","1141","1187","1268","1385","1457","1602","1814.13155","1913.71985","1972.698","2206.47","2237.56","2382.70305","2371.40225","2268.98875","2505.9524","2236.8521","1887.9399","2063.1023","2189.53","2028.4936","2000.59475","2199.06505","2422.25585","2472.05","2556.806","2917.019","2692.76875","2619.31355","2606.247","2593.88675","2570.932","2533.2512151","2546.3176541","2562.618094613","",""
"","    Consumption","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"INTL.26-2-IDN-BCF.A","            Dry natural gas (bcf)","248","248","236","316","369","436","471","487","517","579","629.67","764.9229","796.7064","849.681","965.15","1061.22","1136.78985","1125.48905","982.81645","1124.4296","957.7428","725.72325","797.05955","805.182","675.2228","719.0134","992.3515","1126.5485","1200.0037","1344.44205","1460.27525","1320.0747","1377.9913","1489.5867","1473.3418","1501.24065","1480.6818361605","1494.6081365505","1536.54680224249","",""
"","    Imports","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"INTL.26-3-IDN-BCF.A","            Dry natural gas (bcf)","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",""
"","    Exports","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"INTL.26-4-IDN-BCF.A","            Dry natural gas (bcf)","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","972","1049.20865","1117.01345","1123.017","1241.32","1176.34","1245.9132","1245.9132","1286.1723","1381.5228","1279.1093","1162.21665","1266.04275","1384.348","1353.2708","1281.58135","1206.71355","1295.70735","1272.0463","1212.36395","1456.74375","1372.69405","1241.32225","1116.6603","1120.54495","1069.69135","1052.5693789395","1051.7095175495","1041.5715762815003","",""
"","    Reserves","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"INTL.3-6-IDN-TCF.A","        Gross natural gas (tcf)","24","23.5","27.4","29.6","30.2","40","35.6","49.44","73","83.59","87.015","91.45","64.837","64.388","64.388","64.388","68.916","72.268","72.268","72.268","72.268","72.268","92.5","92.5","90.3","90.3","97.786","97.78","93.9","106","106","106","141.06","108.4","104.71","103.35","101.54","98","101.22","100.4","96.06"
"","Iran","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","    Production","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","        Gross natural gas (bcf)","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"INTL.26-1-IRN-BCF.A","            Dry natural gas (bcf)","250","210","250","310","476","600","536","565","706","784","817.542","909","882.875","955.9775","1123.02","1246.61","1420.01615","1659.805","1765.75","2041.207","2127.3756","2330.79","2648.625","2860.515","2962.9285","3655.1025","3835.56215","3951.7485","4107.1345","4986.372055","5161.28725","5360.852315","5639.840815","5696.3095","6162.32624","6526.212","7082.8069867","7576.824325","7919.848887517","",""
"","    Consumption","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"INTL.26-2-IRN-BCF.A","            Dry natural gas (bcf)","232","155","200","310","476","600","536","565","706","784","764.569","803","882.875","938.3205","1123.02","1243.08","1373.7535","1663.3365","1827.55125","2111.837","2220.96035","2478.4067","2798.00745","2909.956","3020.8451","3707.3687","3839.09365","3992.0076","4212.72635","4993.541","5105.8427","5420.887815","5484.06635","5568.11605","6128.07069","6567.636495","7014.5087088","7306.314074","7670.640178806991","",""
"","    Imports","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"INTL.26-3-IRN-BCF.A","            Dry natural gas (bcf)","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","0","0","0","0","0","0","1377.285","3.5315","61.80125","70.63","93.58475","151.8545","173.0435","173.7498","183.638","204.827","204.827","257.7995","250.7365","216.1278","241.90775","373.98585","170.57145","209.0648","305.1216","337.25825","241.9438747","140.7672592","176.209353412001","",""
"","    Exports","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"INTL.26-4-IRN-BCF.A","            Dry natural gas (bcf)","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","52.972","106","0","17.657","0","3.53","3.5315","0","0","0","0","4.2378","23.66105","124.3088","125.7214","152.5608","200.94235","217.5404","145.14465","209.0648","297.3523","313.95035","326.3106","337.25825","339.37715","295.9397","296.0103294","411.2775102","390.824521931","",""
"","    Reserves","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"INTL.3-6-IRN-TCF.A","        Gross natural gas (tcf)","490","485","484","482.6","480","478.6","470","450","489.4","494.4","500","600.35","600.35","699.2","730","741.609","741.609","741.609","810","812.3","812.3","812.3","812.3","812.3","940","940","971.15","974","948.2","991.6","1045.67","1045.67","1168","1187","1193","1201.382","1201.382","1183.019","1190.83","1193.966","1197.109"
"","Iraq","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","    Production","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","        Gross natural gas (bcf)","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"INTL.26-1-IRQ-BCF.A","            Dry natural gas (bcf)","62","23","24","18","20","23","45","132","202","215","148","39","101.0009","90.05325","111.94","111.95","114.4206","107.71075","104.17925","112.3017","111.24225","97.4694","83.3434","38.8465","61.80125","51.20675","63.567","51.5599","66.3922","40.5416200000001","46.015445","30.93594","22.8134899999999","41.636385","31.960075","35.38563","38.925721096876","44.999849496876","58.73807370987603","",""
"","    Consumption","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"INTL.26-2-IRQ-BCF.A","            Dry natural gas (bcf)","62","23","24","18","20","23","27","35","88","88","77","39","101","90.053","111.94","111.95","114.4206","107.71075","104.17925","112.3017","111.24225","97.4694","83.3434","38.8465","61.80125","51.20675","63.567","51.5599","66.3922","40.576935","45.9095","30.93594","22.81349","41.636385","31.960075","35.38563","38.925721096876","93.343859496876","116.50502955687698","",""
"","    Imports","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"INTL.26-3-IRQ-BCF.A","            Dry natural gas (bcf)","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","48.34401","48.34401","",""
"","    Exports","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"INTL.26-4-IRQ-BCF.A","            Dry natural gas (bcf)","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","71","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",""
"","    Reserves","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"INTL.3-6-IRQ-TCF.A","        Gross natural gas (tcf)","27.5","27.45","27.3","28.8","29","28.8","29","28","26.3","95","95","95","95","109.5","109.5","109.5","109.5","118","109.8","109.8","109.8","109.8","109.8","109.8","110","110","111.95","112","111.94","111.94","111.94","111.94","111.52","111.52","111.522","111.522","111.522","111.522","134.896","132.22","131.686"
"","Ireland","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","    Production","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","        Gross natural gas (bcf)","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"INTL.26-1-IRL-BCF.A","            Dry natural gas (bcf)","32","49","72","78","82","87","59","59","71","80","82","84","82.919","94.22","95.85","98.11","94.57357","83.3434","61.51873","48.24029","41.88359","28.781725","29.59397","23.766995","30.194325","20.20018","17.94002","16.138955","15.46797","13.808165","9.782255","8.087135","7.380835","6.321385","5.36788","4.66158","108.3808539","124.2371542","119.81154940100001","",""
"","    Consumption","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"INTL.26-2-IRL-BCF.A","            Dry natural gas (bcf)","32","49","73","77","82","87","59","59","71","80","82","84","82.99","94.19","95.85","101.57","113.961505","118.37588","117.74021","124.52069","141.719095","148.323","151.43072","152.13702","156.51608","145.391855","162.66089","175.30366","182.86107","177.245985","194.37376","170.677395","167.11058","160.18884","154.926905","153.76151","180.3181644","184.7678166","191.873591031","",""
"","    Imports","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"INTL.26-3-IRL-BCF.A","            Dry natural gas (bcf)","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","0","0","0","0.177","0.11","3.43","19.42325","34.96185","56.22148","76.2804","99.835505","119.50596","122.61368","128.370025","121.4836","123.53187","147.863905","160.75388","169.44137","163.43782","184.62682","163.57908","159.69443","154.361865","149.94749","149.52371","70.771929","58.3764693","72.02802101099999","",""
"","    Exports","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"INTL.26-4-IRL-BCF.A","            Dry natural gas (bcf)","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",""
"","    Reserves","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"INTL.3-6-IRL-TCF.A","        Gross natural gas (tcf)","1","0.95","0.86","NA","0.7","0.8","0.9","1.94","1.9","1.8","1.73","1.7","1.7","0.7","0.613","0.518","0.418","0.377","0.7","0.7","0.7","0.7","0.7","0.7","0.7","0.7","0.35","0.35","0.35","0.35","0.35","0.35","0.35","0.35","0.35","0.35","0.35","0.35","0.35","0.35","0.35"
"","Israel","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","    Production","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","        Gross natural gas (bcf)","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"INTL.26-1-ISR-BCF.A","            Dry natural gas (bcf)","5","5","3","2","2","2","1.4","2.1","1.4","1.4","1.059","1.059","0.76","1.05945","1.06","0.71","0.7063","0.7063","0.7063","0.35315","0.35315","0.35315","0.35315","0.7063","23.66105","24.36735","34.25555","40.2591","50.8536","41.6717","54.73825","91.819","48.38155","160.68325","278.9885","300.1775","336.198494","346.792904","352.607518239001","",""
"","    Consumption","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"INTL.26-2-ISR-BCF.A","            Dry natural gas (bcf)","5","5","3","2","2","2","1.4","2.1","1.4","1.4","1.059","1.059","0.76","1.05945","1.06","0.71","0.7063","0.7063","0.7063","0.35315","0.35315","0.35315","0.35315","0.7063","23.66105","24.36735","34.25555","40.2591","50.8536","101.7072","128.89975","117.2458","51.91305","180.1065","281.8137","305.8279","353.2555421","353.4674303","369.017763539","",""
"","    Imports","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"INTL.26-3-ISR-BCF.A","            Dry natural gas (bcf)","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","60.0355","74.1615","25.4268","3.5315","19.42325","2.8252","5.6504","12.71334","18.010545","25.988914","",""
"","    Exports","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"INTL.26-4-ISR-BCF.A","            Dry natural gas (bcf)","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",""
"","    Reserves","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"INTL.3-6-ISR-TCF.A","        Gross natural gas (tcf)","0.1","0.1","0.09","0.085","0.01","0.008","0.01","0.01","0.03","0.03","0.009","0.01","0.01","0.015","0.014","0.013","0.013","0.012","0.011","0.011","0.01","1.47","1.47","1.375","1.375","1.375","1.375","1.275","1.075","1.075","1.075","7","9.559","9.482","6.992","7.027","7.027","6.216","6.216","6.216","6.216"
"","Italy","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","    Production","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","        Gross natural gas (bcf)","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"INTL.26-1-ITA-BCF.A","            Dry natural gas (bcf)","443","496","515","461","489","503","564","576","587","600","611","614","640.96725","690.726085","728.8","719.86","707.50071","680.414105","671.302835","617.16494","587.394395","538.27123","516.411245","490.348775","457.717715","426.287365","387.723385","342.76739","326.840325","282.979095","296.85789","298.376435","303.885575","273.161525","252.466935","239.117865","204.2975708","195.5748399","192.398359480999","",""
"","    Consumption","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"INTL.26-2-ITA-BCF.A","            Dry natural gas (bcf)","972","942","944","967","1135","1151","1217","1346","1460","1581","1674","1775","1760.31149","1800.99","1748.13","1920.61","1984.13796","2047.5637","2204.538875","2396.087435","2498.359675","2505.210785","2488.22427","2743.304515","2846.706835","3046.448475","2983.517145","2998.137555","2997.643145","2755.41756","2934.570555","2751.638855","2645.623225","2474.486735","2186.42228","2384.574745","2504.3622074","2653.9552766","2566.3400969130003","",""
"","    Imports","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"INTL.26-3-ITA-BCF.A","            Dry natural gas (bcf)","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","1076","1166","1199.01488","1135.24","1029.64","1211.8","1309.69209","1380.286775","1506.04349","1747.52746","2028.740805","1934.379125","2093.861665","2217.57011","2398.17102","2594.2399","2733.345685","2611.54425","2714.558105","2445.56375","2661.12651","2485.081235","2391.708375","2188.32929","1969.058455","2163.60879","2305.5032546","2459.7225495","2397.3031645560095","",""
"","    Exports","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"INTL.26-4-ITA-BCF.A","            Dry natural gas (bcf)","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","1","1","1.024135","1.16","1.17","1.34","1.518545","1.48323","1.659805","1.801065","1.76575","2.18953","1.83638","13.455015","13.949425","13.98474","13.031235","2.40142","7.41615","4.414375","4.979415","4.37906","4.908785","8.05182","8.369655","7.804615","7.4867827","9.6409794","13.785794816","",""
"","    Reserves","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"INTL.3-6-ITA-TCF.A","        Gross natural gas (tcf)","3.5","3.5","3.65","4.32","4.34","4.36","5","8","10.2","10.24","11.693","11.624","11.37","12.996","10.665","13.2","13.2","10.506","10.506","8.072","8.072","8.072","8.072","8","8","8","8","5.8","3.325","3.325","2.466","2.245","2.331","2.202","2.099","1.985","1.897","1.735","1.346","1.578","1.712"
"","Jamaica","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","    Production","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","        Gross natural gas (bcf)","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"INTL.26-1-JAM-BCF.A","            Dry natural gas (bcf)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",""
"","    Consumption","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"INTL.26-2-JAM-BCF.A","            Dry natural gas (bcf)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.60764705882353","6.9605882352941","3.45294117647058","",""
"","    Imports","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"INTL.26-3-JAM-BCF.A","            Dry natural gas (bcf)","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.60764705882353","6.9605882352941","3.45294117647058","",""
"","    Exports","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"INTL.26-4-JAM-BCF.A","            Dry natural gas (bcf)","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",""
"","    Reserves","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"INTL.3-6-JAM-TCF.A","        Gross natural gas (tcf)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"","Japan","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","    Production","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","        Gross natural gas (bcf)","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"INTL.26-1-JPN-BCF.A","            Dry natural gas (bcf)","78","74","72","74","75","79","74","77","74","71","79.282175","83.025565","82.178005","84.68537","84.226275","85.10915","82.84899","86.23923","85.568245","86.1686","93.09034","91.924945","102.55476","104.850235","110.1828","116.96328","126.957425","138.92921","138.046335","132.466565","124.52069","124.202855","118.340565","108.099215","100.9647273","99.835505","102.8372545","107.5694243","97.731814147","91.27614572819999",""
"","    Consumption","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"INTL.26-2-JPN-BCF.A","            Dry natural gas (bcf)","898.322172999999","920.218754","951.288702","1015.502271","1365.777273","1460.63902599999","1487.35074599999","1535.256107","1610.64642199999","1722.90593999999","1957.723047","2096.48340299999","2119.89130499999","2169.729751","2276.71721899999","2358.926052","2458.56779699999","2538.105458","2601.19432299999","2758.477148","2844.13038699999","2832.777906","2904.33719799999","3000.534537","2983.62882999999","2960.994162","3254.01470099999","3538.178196","3467.67331399999","3428.906173","3615.46644899999","4221.11955299999","4385.150602","4370.03739199999","4406.20365499999","4198.44973799999","4280.23680699999","4172.623898135","3956.778966","",""
"","    Imports","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"INTL.26-3-JPN-BCF.A","            Dry natural gas (bcf)","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","1783.654705","1876.35658","1926.99829","1981.38339","2095.02706","2160.00666","2296.287245","2390.366405","2446.27005","2576.405825","2677.618615","2690.614535","2720.17319","2894.13488","2868.42556","2857.513225","3130.074395","3377.067505","3368.733165","3280.62224","3488.662905","4112.608325","4294.692465","4257.78829","4322.944465","4160.849465","4104.090715","4119.090715","3979.303699212","3713.8649502119997",""
"","    Exports","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"INTL.26-4-JPN-BCF.A","            Dry natural gas (bcf)","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","6","2.984677294728","",""
"","    Reserves","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"INTL.3-6-JPN-TCF.A","        Gross natural gas (tcf)","0.6","0.5","0.8","0.72","0.9","0.72","1.1","1.09","1.03","1.41","1.116","1.124","0.968","0.968","1.046","0.965","0.958","1.052","1.386","1.38","1.414","1.414","1.414","1.4","1.4","1.4","1.4","1.4","0.738","0.738","0.738","0.738","0.738","0.738","0.738","0.738","0.738","0.738","0.738","0.738","0.738"
"","Jordan","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","    Production","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","        Gross natural gas (bcf)","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"INTL.26-1-JOR-BCF.A","            Dry natural gas (bcf)","0","0","0","0","0","0","0","0","0","2.8","4.59","4.59","5.3","7.063","9.89","10.24","9.53505","10.24135","9.8882","9.8882","10.24135","10.24135","10.94765","10.94765","10.94765","9.8882","11.3008","8.82875","7.41615","7.7693","7.7693","7.027685","6.3567","5.86229","5.120675","5.332565","4.5203269","4.3437534","3.66984482199999","",""
"","    Consumption","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"INTL.26-2-JOR-BCF.A","            Dry natural gas (bcf)","0","0","0","0","0","0","0","0","0","2.8","4.59","4.59","5.3","7.063","9.89","10.24","9.53505","10.24135","9.8882","9.8882","10.24135","10.24135","10.94765","23.3079","49.79415","55.0914","79.45875","91.819","103.47295","108.41705","96.7631","45.9095","34.67933","47.710565","15.82112","102.307555","178.3401041","184.6614354","162.893246391001","",""
"","    Imports","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"INTL.26-3-JOR-BCF.A","            Dry natural gas (bcf)","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","0","0","0","0","0","0","0","0","0","0","0","0","0","12.36025","38.8465","45.2032","68.15795","82.99025","96.0568","100.64775","88.9938","35.66815","28.32263","41.6717","10.700445","96.97499","209.9467153","228.4869328","171.161859477","",""
"","    Exports","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"INTL.26-4-JOR-BCF.A","            Dry natural gas (bcf)","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","36.1622528","48.1692508","11.972093587","",""
"","    Reserves","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"INTL.3-6-JOR-TCF.A","        Gross natural gas (tcf)","NA","NA","NA","NA","NA","NA","NA","NA","0.989","0.98","0.058","0.4","0.1","0.215","0.2","0.2","0.2","0.2","0.2","0.245","0.24","0.23","0.23","0.23","0.22","0.22","0.22","0.213","0.213","0.213","0.213","0.213","0.213","0.213","0.213","0.213","0.213","0.213","0.213","0.213","0.213"
"","Kazakhstan","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","    Production","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","        Gross natural gas (bcf)","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"INTL.26-1-KAZ-BCF.A","            Dry natural gas (bcf)","--","--","--","--","--","--","--","--","--","--","--","--","286.05","236.61","158.92","169.17","149.74","215.4215","194.2325","162.449","314.3035","355.9752","462.6265","254.12674","316.740235","427.66465","482.75605","581.63805","658.9779","624.3692","620.8377","672.75075","688.28935","693.93975","711.59725","748.678","750.90282610001","791.475423616","829.6421283738441","843.8271760913739",""
"","    Consumption","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"INTL.26-2-KAZ-BCF.A","            Dry natural gas (bcf)","--","--","--","--","--","--","--","--","--","--","--","--","709.83","522.66","529.72","383.429910028653","509.95","494.41","473.221","480.284","490.8785","505.0045","526.1935","321.22524","482.720735","393.05595","376.81105","717.95395","793.1749","470.04265","411.0666","459.095","437.55285","477.81195","463.68595","480.63715","511.9966036","542.716399816","","",""
"","    Imports","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"INTL.26-3-KAZ-BCF.A","            Dry natural gas (bcf)","--","--","--","--","--","--","--","--","--","--","--","--","681.58","526.19","455.56","399.06","444.97","356.6815","360.213","388.465","296.646","293.1145","289.583","307.2405","413.1855","141.26","176.575","158.9175","162.449","180.1065","200.94235","183.638","138.78795","186.4632","170.9246","165.9805","202.4252704","203.2021938","","",""
"","    Exports","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"INTL.26-4-KAZ-BCF.A","            Dry natural gas (bcf)","--","--","--","--","--","--","--","--","--","--","--","--","257.8","240.14","84.76","84.76","84.76","77.693","81.2245","70.63","120.071","144.7915","226.016","240.142","247.205","175.8687","282.52","22.6016","28.252","334.43305","410.71345","396.9406","389.52445","402.591","418.8359","434.02135","460.860522","451.9612176","","",""
"","    Reserves","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"INTL.3-6-KAZ-TCF.A","        Gross natural gas (tcf)","--","--","--","--","--","--","--","--","--","--","--","--","NA","NA","NA","NA","NA","65","65","65","65","65","65","65","65","65","65","100","100","85","85","85","85","85","85","85","85","85","85","85","85"
"","Kenya","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","    Production","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","        Gross natural gas (bcf)","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"INTL.26-1-KEN-BCF.A","            Dry natural gas (bcf)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",""
"","    Consumption","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"INTL.26-2-KEN-BCF.A","            Dry natural gas (bcf)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",""
"","    Imports","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
