Report generated on: 09-17-2020 15:54:42
"API","","1973","1974","1975","1976","1977","1978","1979","1980","1981","1982","1983","1984","1985","1986","1987","1988","1989","1990","1991","1992","1993","1994","1995","1996","1997","1998","1999","2000","2001","2002","2003","2004","2005","2006","2007","2008","2009","2010","2011","2012","2013","2014","2015","2016","2017","2018","2019","2020"
"INTL.53-1-FLK-TBPD.A","        Falkland Islands","","","","","","","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",""
"INTL.53-1-FRO-TBPD.A","        Faroe Islands","","","","","","","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",""
"INTL.53-1-FJI-TBPD.A","        Fiji","","","","","","","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",""
"INTL.53-1-FIN-TBPD.A","        Finland","","","","","","","","-0.4","0.8","2","3.1","4.2","4.2","4.8","5.4","5.4","5.2","5.7","6.6","7.4","7.532","8.9","9.2","8.9","8.4","9.1","9","8.2796912568306","7.80039726027398","9.0128383561644","9.28444657534246","9.15518032786886","9.171","10.111","9.789","8.718","9.541","16.195","14.727","15.878","17.436","18.484","18.484","12.582","18.196","18.196","18.196",""
"INTL.53-1-CSK-TBPD.A","        Former Czechoslovakia","","","","","","","","2.1","2.1","2.1","2.1","-4.5","-4.3","-2.7","-2.2","-0.8","-0.2","0.8","2.1","2.2","--","--","--","--","--","--","--","","","","","","","","","","","","","","","","","","","","",""
"INTL.53-1-SCG-TBPD.A","        Former Serbia and Montenegro","","","","","","","","--","--","--","--","--","--","--","--","--","--","--","--","23","22.7","26.9","24.9","24.8","22.9","21.4","20.9","18.74294896397268","18.15929524798904","17.16276823438904","16.55188671376438","16.41191418910929","15.585643835616438","--","--","--","--","--","--","--","--","--","--","--","--","--","--",""
"INTL.53-1-SUN-TBPD.A","        Former U.S.S.R.","","","","","","","","11991","12150","12227","12302","12201","11935","12226","12390","12425","12026","11301","10313","--","--","--","--","--","--","--","--","","","","","","","","","","","","","","","","","","","","",""
"INTL.53-1-YUG-TBPD.A","        Former Yugoslavia","","","","","","","","88","88","89","87","84","90","87","90","87","77","72","68","--","--","--","--","--","--","--","--","","","","","","","","","","","","","","","","","","","","",""
"INTL.53-1-FRA-TBPD.A","        France","","","","","","","","83","92","86","89","93","106","107","111","119","116","112","113","114","112.96930136986302","116.15342465753425","111.25479452054795","105.1639344262295","97.56575342465753","88.89315068493151","92.75287671232877","93.20904371584703","90.13302876712332","86.21381232876712","90.23642602739721","89.10493251366115","84.2497397260274","89.19898630136986","74.63250684931506","77.166","76.31168493150685","133.3539315068493","129.46713698630137","125.14536612021858","127.3887397260274","128.94398630136988","132.33323287671232","133.01403278688525","121.10112328767123","116.52030136986302","115.4244109589041",""
"INTL.53-1-GUF-TBPD.A","        French Guiana","","","","","","","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",""
"INTL.53-1-PYF-TBPD.A","        French Polynesia","","","","","","","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",""
"INTL.53-1-GAB-TBPD.A","        Gabon","","","","","","","","176","152","157","158","158","173","166","155","159","208","270","294","297","313.35479452054796","328.44794520547947","364.5068493150685","368.0606557377049","370.2287671232877","351.66712328767125","330.827397260274","314.79175632566125","269.80234949957793","251.04816599793415","241.1596041259178","238.77111505795628","266.0289095890411","236.88272602739727","243.8965890410959","247.74861202185792","241.92776712328768","245.27771232876714","240.77242465753426","229.617","219.546","219.576","212.93676712328767","210.42767213114755","198.45731506849316","195.44361643835617","201.38882191780823",""
"INTL.53-1-GMB-TBPD.A","        Gambia, The","","","","","","","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",""
"INTL.53-1-GEO-TBPD.A","        Georgia","","","","","","","","--","--","--","--","--","--","--","--","--","--","--","--","2.9","1.998","1.8084931506849315","1","1.2","2.675342465753425","2.1915068493150685","2.2","1.99002698416306","2.107825120241096","1.4624804019287672","2.780702261819178","1.979103122273224","1.977","0.995","0.984","0.979","0.993","1","1","1.007","1","1","0.7934520547945205","0.394","0.394","0.394","0.394",""
"INTL.53-1-DEU-TBPD.A","        Germany","","","","","","","","--","--","--","--","--","--","--","--","--","--","--","148","132","137.492","138.57260273972602","138","137.41256830601094","134","140","141","150.96042076502738","146.63111027397258","154.3158856164384","160.0749924657534","147.340538251366","177.50202739726026","193.18642465753425","145.46402739726028","154.69496721311475","157.23850684931506","215.117","222.087","215.367","212.80038356164383","207.66067123287672","207.64401369863015","311.71043169398905","207.616698630137","211.02217808219177","208.03861643835617",""
"INTL.53-1-DDR-TBPD.A","        Germany, East","","","","","","","","-6.2","-6.6","-7","-5.6","3.9","0.6","1.1","1.8","2.2","2.5","4","--","--","--","--","--","--","--","--","--","","","","","","","","","","","","","","","","","","","","",""
"INTL.53-1-DEUW-TBPD.A","        Germany, West","","","","","","","","124","108","117","129","140","148","148","143","155","149","151","--","--","--","--","--","--","--","--","--","","","","","","","","","","","","","","","","","","","","",""
"INTL.53-1-GHA-TBPD.A","        Ghana","","","","","","","","2","2","2","2","2","1","0.2","0.0942857696547944","0.0856578000000001","-0.0566719908712329","-0.0415219847999999","0.2","1.2","1.8","1.4","4","6.6","5.2","5","6","7.131866035202186","7.183325132756164","7.433176945364383","7.477409820405479","8.5735322220274","7.399","7.081","7.691","7.227","6.888","8.514041095890411","77.77832876712328","79.2531912568306","98.86032876712329","105.73217808219178","103.10916438356165","99.11365573770492","151.7310821917808","173.59135616438357","200.09272602739725",""
"INTL.53-1-GIB-TBPD.A","        Gibraltar","","","","","","","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",""
"INTL.53-1-GRC-TBPD.A","        Greece","","","","","","","","1","10","24","29","31","30","24","25","24","21","19","19","20","15.567","14.446575342465753","12.2","10.7","11.57945205479452","9.593150684931507","3.23972602739726","7.650546448087461","8.016152054794539","6.636198630137009","5.41931232876711","5.238136612021842","5.746493150684931","6.5843561643835615","5.1375753424657535","6.612","6.416671232876713","10.730246575342466","9.76768493150685","11.727398907103826","11.919575342465754","12.438643835616439","12.976712328767123","15.748131147540983","13.504424657534246","14.833191780821918","14.164698630136986",""
"INTL.53-1-GRL-TBPD.A","        Greenland","","","","","","","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",""
"INTL.53-1-GRD-TBPD.A","        Grenada","","","","","","","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",""
"INTL.53-1-GLP-TBPD.A","        Guadeloupe","","","","","","","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",""
"INTL.53-1-GUM-TBPD.A","        Guam","","","","","","","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",""
"INTL.53-1-GTM-TBPD.A","        Guatemala","","","","","","","","5","5","6","7","5","3","5.1","4","3","4","3.9","4.4","4.6","6.813698630136987","8.091780821917808","9.42876712328767","12.630601092896175","16","23.767123287671232","22.8","20.504035409475442","20.94088331646025","17.903083418936987","21.994520547945207","19.811475409836067","17.173424657534248","21.464657534246577","18.7408","18.442081967213113","16.544","11.97118904109589","10.9673698630137","12.582696721311475","12.053594520547945","12.472783561643835","12.74593698630137","12.032702185792349","13.683753424657533","13.593342465753425","13.511150684931508",""
"INTL.53-1-GIN-TBPD.A","        Guinea","","","","","","","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",""
"INTL.53-1-GNB-TBPD.A","        Guinea-Bissau","","","","","","","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",""
"INTL.53-1-GUY-TBPD.A","        Guyana","","","","","","","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2.717808219178082",""
"INTL.53-1-HTI-TBPD.A","        Haiti","","","","","","","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",""
"INTL.53-1-HITZ-TBPD.A","        Hawaiian Trade Zone","","","","","","","","0","0","0","0","0","-0.0745701599999997","-0.3","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--",""
"INTL.53-1-HND-TBPD.A","        Honduras","","","","","","","","0","0","0","0","0","0","-0.0145794559506849","-0.00804368174794517","-0.0130755757486339","-0.0614601498000001","-0.1","-0.1","-0.0950070362295082","0","0","0","0","0","0","0","0","0","0","0","0","0.001","0.02","0.02","0.02","0.02","0","0","0","0","0","0","0","0","0","0",""
"INTL.53-1-HKG-TBPD.A","        Hong Kong","","","","","","","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.08","0.58","0.1","0.3","2.1","0.1","0.1","0.1","0.1","0.1",""
"INTL.53-1-HUN-TBPD.A","        Hungary","","","","","","","","58","58","62","61","63","63","64","60","65","54","58","49","49","46.94093150684932","62.73424657534247","60.6","62.725136612021856","68.3","53.2","49.38493150684931","49.414989071038256","48.74077534246573","42.95740821917808","45.52934520547945","47.53453825136612","42.27912328767123","39.49431232876712","32.81738356164384","37.744234972677596","35.36695890410959","35.39812328767123","31.65008219178082","34.794371584699455","36.478","31.143890410958903","33.922","36.01833333333333","35.922739726027395","37.4213698630137","38.24876712328767",""
"INTL.53-1-ISL-TBPD.A","        Iceland","","","","","","","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",""
"INTL.53-1-IND-TBPD.A","        India","","","","","","","","186","329","395","485","525","626","646","627","655","724","682","639","602","577.8657534246576","650.7123287671233","769.4520547945206","751.0245901639345","779.6246575342466","761.3219178082192","764.6602739726028","772.9509444913606","784.6308131030848","815.8651649169425","818.333501688915","846.6008332425281","834.4883808219178","871.3859890410959","873.9510273972603","876.5325327868852","879.2250109589041","966.0112493150685","1011.5830602739726","1022.0858142076503","1022.0382931506849","1019.2470219178082","1026.8811342465754","1016.3706393442623","1017.4457123287672","1017.3799589041096","994.0465753424658",""
"INTL.53-1-IDN-TBPD.A","        Indonesia","","","","","","","","1659","1712","1431","1448","1498","1380","1426","1370","1369","1481","1537","1666","1577","1588.0779561643835","1589.0191780821917","1581.5849315068492","1638.4863387978141","1607.3109589041096","1616.3561643835617","1569.0821917808219","1530.278416440436","1433.5807876164392","1340.0315346027398","1245.3181628739726","1183.378491612022","1098.2837232876711","1035.1944931506848","984.3553397260274","1023.4860519125683","1003.3915479452055","1015.0894410958904","987.9449205479452","960.4293278688525","930.7965890410959","913.116","866.1446438356164","945.637218579235","897.3889315068493","913.6108493150685","921.1397260273973",""
"INTL.53-1-IRN-TBPD.A","        Iran","","","","","","","","1683","1402","2236","2460","2196","2272","2044","2313","2253","2831","3113","3358","3476","3591.0642273972603","3672.554794520548","3708.619178082192","3747.710382513661","3727.878082191781","3703.3671232876713","3621.1643835616437","3765.3851586885244","3799.991165890411","3523.968566109589","3833.034035863013","4104.208678989071","4238.583671232876","4149.3402602739725","4039.025684931507","4177.537808743169","4178.296315068493","4243.356583561644","4215.414","3520.1967267759564","3198.6387397260273","3389.651191780822","3497.143273972603","4376.194355191257","4706.364068493151","4455.544890410959","3219.6298219178084",""
"INTL.53-1-IRQ-TBPD.A","        Iraq","","","","","","","","2526","1009","1021","1014","1218","1447","1696","2086","2699","2945","2064","302","421","522.5986301369863","567.2342465753425","579.9","593.1437158469945","1172.3575342465754","2162.141095890411","2520.1767123287673","2581.968703306366","2408.821705461179","2039.7913391434959","1318.0444532804754","2020.566776623388","1889.4195342465753","2009.4407397260275","2096.635490410959","2384.552398907104","2399.167095890411","2396.780208219178","2623.603931506849","2978.874333333333","3049.0205616438357","3364.6010958904108","4039.982095890411","4443.457393442623","4455.625931506849","4615.636890410959","4739.556438356164",""
"INTL.53-1-IRL-TBPD.A","        Ireland","","","","","","","","-0.6","-0.2","-0.1","-0.1","-0.1","-0.1","-0.2","-0.2","-0.1","-0.0744301369863019","-0.2","-0.2","-0.2","-0.244","-0.4","-0.3","-0.3","-0.4","-0.4","-0.4","-0.406426229508195","-0.225065753424653","-0.119427397260274","-0.0420575342465731","-0.153426229508198","-0.051","-0.182","-0.557","-0.431","-0.296","1.227","0.208","0.557","0.36","0.375","0.196","0.283","0.412","0.412","0.412",""
"INTL.53-1-ISR-TBPD.A","        Israel","","","","","","","","35","36","1","1","1","1","1.6","1.4","1.5","0.8","0.9","-0.0547077864","0.1","1.264","2.9","3.1","3.5","2.1","3.4","3.1","3.66324057453005","3.9138665130411","2.74010636496767","3.19412274954959","5.95067705266356","3.709","3.972","4.768","5.574","6.175","5.963","6.174","7.309","6.77","7.092","6.463","5.977","6.38","6.38","6.38",""
"INTL.53-1-ITA-TBPD.A","        Italy","","","","","","","","68","68","65","78","82","84","67","85","109","102","109","104","112","112.68724657534247","118.14657534246575","126.68219178082192","135.9983606557377","149.2890410958904","143.55342465753424","121.76986301369863","134.5217704918033","122.24008219178079","129.83887397260273","142.88928493150686","153.21067486338796","164.8132191780822","164.53946575342465","168.60986301369863","164.20674863387978","145.52571232876713","173.8394794520548","165.73708219178081","160.6542131147541","191.75734246575342","185.6996712328767","189.9749589041096","150.14686338797813","144.9710273972603","157.96828767123287","146.1436301369863",""
"INTL.53-1-JAM-TBPD.A","        Jamaica","","","","","","","","0","0","0","0","0","0","-0.7","-0.4","-0.4","-0.5","-0.6","-0.4","-0.6","-0.2","-0.3","-0.5","-0.4","-0.4","-0.4","-0.2","-0.557608778240437","-0.411003673879452","1.306656849764384","2.050144081654794","1.506986714799979","1.842","4.585","4.346","5.705","5.978","-0.852","-0.841","-0.798","-0.845","-0.699","-0.921","0.707","0.707","0.707","0.707",""
