Report generated on: 09-17-2020 15:43:44
"API","","1980","1981","1982","1983","1984","1985","1986","1987","1988","1989","1990","1991","1992","1993","1994","1995","1996","1997","1998","1999","2000","2001","2002","2003","2004","2005","2006","2007","2008","2009","2010","2011","2012","2013","2014","2015","2016","2017"
"","total energy production (quad Btu)","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"INTL.44-1-BLZ-QBTU.A","        Belize","0.00041552","0.00041812","0.00041816","0.0004208","0.0004176","0.00041788","0.00041784","0.00041676","0.00041296","0.00041728","0.00041608","0.00041744","0.00041368","0.00041236","0.00041264","0.00082496","0.001034","0.001103004","0.001070685","0.00117599","0.00112211","0.001095298","0.001068165","0.000779625","0.000811296","0.000829917","0.0067536195","0.008200635","0.009496875","0.01034562","0.0123272419","0.01166778","0.0096946824","0.009507654","0.007196164107","0.007555648","0.00771102","0.007802879"
"INTL.44-1-BEN-QBTU.A","        Benin","0","0","0","0.00896002","0.01573068","0.0179288","0.0179288","0.015690255","0.01123986","0.00896732","0.00896732","0.00896732","0.0125886432","0.013002614","0.013226797","0.00672549","0.004516624","0.002934805","0.002262224","0.002262282","0.0015939824","0.001589947","0.00181381","0.000916982","0.000010016","0.000009999","0.000049595","0.000039536","0.000039416","0.00001952","0.000019512","0.000019432","0.000019032","0.000028623","0.00002853","0.000065233","0.0000932432","0.000055278"
"INTL.44-1-BMU-QBTU.A","        Bermuda","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"INTL.44-1-BTN-QBTU.A","        Bhutan","0.00006315745659442132","0.00007466393158077903","0.00008529076270687704","0.00008747752541375409","0.00009015505082750818","0.00009186996401635085","0.003147070252136982","0.012199747673547978","0.015818571555101472","0.015983703555101474","0.016062657555101473","0.016282027555101473","0.017517484746696944","0.017298674670225653","0.0181655471175848","0.018813050227787745","0.020211299117584798","0.019483401041113506","0.019010640930910563","0.019052121930910562","0.019109581930910564","0.02125295433373985","0.023625925503580714","0.026432919136087897","0.023818777074498913","0.027611970819966407","0.04600262959681438","0.06593274426620727","0.06958570198833644","0.06895692500514167","0.07178998878943975","0.06948684569081515","0.06605427702758937","0.07314954987790442","0.0700250508265702","0.07347378809181257","0.07471115020325834","0.07229640349737473"
"INTL.44-1-BOL-QBTU.A","        Bolivia","0.147926128","0.135751218","0.15157017","0.1504025","0.156595844","0.151089321","0.14833167","0.147820141","0.1576994","0.16863257","0.170493304","0.168955848","0.177825258","0.173045951","0.177236001","0.197464455","0.20079128675","0.20489072475","0.21177652625","0.18529047425","0.216383758","0.27608842","0.32067685","0.3616405035","0.50489721475","0.59196537525","0.62082285825","0.65557088275","0.657551599675","0.5720839885","0.64050279375","0.693807957","0.78818567670616","0.89928081708495","0.92302322698","0.9082048012475","0.8719032082125","0.851693695654"
"INTL.44-1-BIH-QBTU.A","        Bosnia and Herzegovina","--","--","--","--","--","--","--","--","--","--","--","--","0.057448218338777744","0.04300295249360712","0.055620869916192306","0.09249983893039623","0.07727901514169004","0.12612566464356903","0.14800056872886644","0.15419641301746712","0.15930322323611054","0.1624959473136313","0.16867505767287166","0.1491054766604354","0.14105180629535213","0.14297354472700696","0.14299205892358577","0.12808029117974007","0.1455011825184688","0.15749365043991956","0.17021960534053174","0.14518340770589272","0.1407869945284465","0.15879145333064365","0.14646233583088283","0.14046594857868036","0.14621703386362786","0.141227284493947"
"INTL.44-1-BWA-QBTU.A","        Botswana","0.008262057228150871","0.008484743814840564","0.00924191255422266","0.008796519178115546","0.008751979840504834","0.009731845267940489","0.010912137714624346","0.01084532870820828","0.013562228302461688","0.014764790417950903","0.017682117031452515","0.017459420343398955","0.020064971593625584","0.01982000523676667","0.020064971593625584","0.020265398612873787","0.01621231889029903","0.01728126299295611","0.02057717397614877","0.01601189187105083","0.020933488677034463","0.020376746956900567","0.021222994371504086","0.01832793742680783","0.020287668281679144","0.021935623773275473","0.02142342139075229","0.01843928577083461","0.020265398612873787","0.01643501557835259","0.02200243277969154","0.017548499018620378","0.032758682812678394","0.03333450653281148","0.03823133726450681","0.046552849917969694","0.04193890417482033","0.04959334905446473"
"INTL.44-1-BRA-QBTU.A","        Brazil","1.9806590749442248","2.0849749052967748","2.340261941076698","2.7073746892486152","3.2867045125924506","3.639238397447131","3.639587879751004","3.703155595847776","3.7978986732003266","3.9926141441428697","4.031680708089414","4.206985147948615","4.238803451570951","4.358544642089415","4.557165864953005","4.769692437966238","5.166532121516787","5.426965786411301","5.81204769629232","6.191200761613947","6.621383168631895","6.428675849058879","7.000054388878118","7.356994734807491","7.487048206116078","8.04303097455817","8.420730258651455","8.846790523779893","9.220233271384703","9.531408676647","10.14182345334868","10.483235318474696","10.370905088784749","10.310917766422095","10.806864992663037","11.161696366294661","11.626451804188582","11.22053197392874"
"INTL.44-1-VGB-QBTU.A","        British Virgin Islands","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0000107316","0.0000106876","0.0000104676","0.0000104951","0.000010461","0.0000121147","0.0000120016","0.0000119769"
"INTL.44-1-BRN-QBTU.A","        Brunei","0.9457817","0.8064483","0.764115775","0.789739575","0.73602885","0.710320325","0.73572175","0.689564365","0.681279986","0.6717206","0.72360765","0.680761625","0.704081133","0.7120399463","0.722023945","0.751369945","0.7262024331","0.7413035718","0.7020922656","0.77520703725","0.81625500345","0.83631378675","0.79287674925","0.828197967","0.8501823735","0.8638497375","0.972439764","0.8641383195","0.826218213","0.7316513355","0.751670703","0.8139826884","0.7701420168","0.7229893418","0.6710824866","0.708252827","0.6813268008268","0.7060295660064"
"INTL.44-1-BGR-QBTU.A","        Bulgaria","0.29496539802579963","0.31869931809199376","0.34649673606024345","0.36767884633947806","0.38010880722239804","0.3621529854443681","0.3791970115056016","0.39415403637222113","0.4084994471829934","0.4063390121725044","0.3681042715414624","0.33586160658554437","0.3286233318657713","0.3455164583356507","0.3530983346825678","0.39385378750744393","0.4170205318720081","0.3905696243628655","0.39227809734447433","0.3484424356261536","0.37919028381559383","0.38091310660978234","0.40382057431786167","0.37354174238185894","0.37688905248873344","0.497174933146848","0.41512686624677736","0.36349985544606883","0.37116101120219924","0.35956219703441034","0.39458256800510505","0.4450313239524125","0.4322678073000053","0.39888204848934905","0.4597713989716753","0.495949985644341","0.45295514845431545","0.45783386053925557"
"INTL.44-1-BFA-QBTU.A","        Burkina Faso","0","0","0","0","0","0","0","0","0","0","0.000093618","0.000135668","0.00020684","0.000484523","0.000742752","0.000969328","0.00117876","0.001174495","0.000795366","0.001257798","0.000989497","0.000547649","0.000651072","0.000972","0.0010016","0.000989901","0.00079352","0.00108724","0.00133029","0.00127856","0.001190232","0.00087444","0.001008696","0.0011077101","0.000962412","0.0009831545","0.001449424","0.001455654"
"INTL.44-1-MMR-QBTU.A","        Burma","0.08657203489202325","0.08192088443061353","0.09361440460662662","0.09759126678756351","0.1067894271438101","0.10735080314451349","0.10528477831982319","0.09128121378545331","0.07937271820803342","0.08746855260803342","0.08362027860521982","0.08579786478474989","0.0850167067861567","0.09091707542920673","0.10202379024897323","0.10037435342920673","0.09546912584897324","0.09433633235178683","0.10063688284967663","0.08981519584527356","0.1654308276083168","0.2749361315347099","0.3782883147849766","0.43050500071294656","0.45738641584779316","0.5694629489287867","0.5673727488594569","0.6008340629486666","0.56142285685072","0.5327697143989333","0.5560157607062632","0.5739790428850899","0.5802529727063315","0.5985639067728963","0.7018447828314752","0.7811652025665765","0.8383553527143979","0.8385275204803717"
"INTL.44-1-BDI-QBTU.A","        Burundi","0.000020776","0.000020906","0.000020908","0.00024196","0.00040716","0.000480562","0.000637206","0.000979386","0.001063372","0.001064064","0.001113014","0.00114796","0.001075568","0.001113372","0.001176024","0.001206504","0.00120978","0.00122556","0.001111473","0.000991922","0.000999698","0.001177962","0.001281798","0.0010125","0.00090144","0.000949905","0.000912548","0.001146544","0.001093794","0.0011712","0.0014331564","0.00131166","0.001398852","0.001412068","0.0014265","0.001369893","0.00143096","0.0018426"
